Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
38,0|1|2|,207|482|30|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,207|482|30|,nan|nan|nan|,nan|nan|nan|,0|207|512|,0|0|0|,4850|207|512|,0|0|0|,769|47|84|,0|0|0|,0|0|0|,769|47|84|,0|0|0|,0|0|0|,671|39|74|,11|7|24|,0|0|0|
39,0|1|2|,660|32|50|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,660|32|50|,nan|nan|nan|,nan|nan|nan|,0|660|82|,0|0|0|,141|660|82|,0|0|0|,79|601|70|,0|0|0|,0|0|0|,79|601|70|,0|0|0|,0|0|0|,79|593|68|,2|35|31|,0|0|0|
40,0|1|2|,77|558|37|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,77|558|37|,nan|nan|nan|,nan|nan|nan|,0|77|595|,0|0|0|,5060|77|595|,0|0|0|,775|32|93|,0|0|0|,0|0|0|,775|32|93|,0|0|0|,0|0|0|,656|23|75|,13|0|25|,0|0|0|
41,0|1|2|,643|23|50|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,643|23|50|,nan|nan|nan|,nan|nan|nan|,0|643|73|,0|0|0|,131|643|73|,0|0|0|,83|585|66|,0|0|0|,0|0|0|,83|585|66|,0|0|0|,0|0|0|,83|577|65|,1|24|27|,0|0|0|
42,0|1|2|,82|553|38|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,82|553|38|,nan|nan|nan|,nan|nan|nan|,0|82|591|,0|0|0|,5760|82|591|,0|0|0|,793|19|88|,0|0|0|,0|0|0|,793|19|88|,0|0|0|,0|0|0|,677|16|79|,14|0|31|,0|0|0|
43,0|1|2|,663|16|48|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,663|16|48|,nan|nan|nan|,nan|nan|nan|,0|663|64|,0|0|0|,222|663|64|,0|0|0|,140|564|51|,0|0|0|,0|0|0|,140|564|51|,0|0|0|,0|0|0|,140|548|50|,3|23|24|,0|0|0|
44,0|1|2|,137|525|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,137|525|26|,nan|nan|nan|,nan|nan|nan|,0|137|551|,0|0|0|,4581|137|551|,0|0|0|,767|24|109|,0|0|0|,0|0|0|,767|24|109|,0|0|0|,0|0|0|,670|20|90|,19|0|37|,0|0|0|
45,0|1|2|,651|20|53|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,651|20|53|,nan|nan|nan|,nan|nan|nan|,0|651|73|,0|0|0|,281|651|73|,0|0|0|,177|539|58|,0|0|0|,0|0|0|,177|539|58|,0|0|0|,0|0|0|,174|521|57|,4|20|29|,0|0|0|
46,0|1|2|,170|501|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,170|501|28|,nan|nan|nan|,nan|nan|nan|,0|170|529|,0|0|0|,5029|170|529|,0|0|0|,793|27|80|,0|0|0|,0|0|0|,793|27|80|,0|0|0|,0|0|0|,696|22|68|,11|1|24|,0|0|0|
47,0|1|2|,685|21|44|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,685|21|44|,nan|nan|nan|,nan|nan|nan|,0|685|65|,0|0|0|,135|685|65|,0|0|0|,98|631|58|,0|0|0|,0|0|0|,98|631|58|,0|0|0|,0|0|0|,96|605|56|,3|37|24|,0|0|0|
48,0|1|2|,93|568|32|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,93|568|32|,nan|nan|nan|,nan|nan|nan|,0|93|600|,0|0|0|,6410|93|600|,0|0|0|,798|17|85|,0|0|0|,0|0|0|,798|17|85|,0|0|0|,0|0|0|,687|17|75|,11|1|28|,0|0|0|
49,0|1|2|,676|16|47|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,676|16|47|,nan|nan|nan|,nan|nan|nan|,0|676|63|,0|0|0|,140|676|63|,0|0|0|,94|613|59|,0|0|0|,0|0|0|,94|613|59|,0|0|0|,0|0|0|,94|600|59|,1|28|23|,0|0|0|
50,0|1|2|,93|572|36|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,93|572|36|,nan|nan|nan|,nan|nan|nan|,0|93|608|,0|0|0|,5113|93|608|,0|0|0|,786|11|103|,0|0|0|,0|0|0|,786|11|103|,0|0|0|,0|0|0|,655|8|83|,12|1|36|,0|0|0|
51,0|1|2|,643|7|47|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,643|7|47|,nan|nan|nan|,nan|nan|nan|,0|643|54|,0|0|0|,15|643|54|,0|0|0|,14|637|53|,0|0|0|,0|0|0|,14|637|53|,0|0|0|,0|0|0|,14|637|53|,0|33|24|,0|0|0|
52,0|1|2|,14|604|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,14|604|29|,nan|nan|nan|,nan|nan|nan|,0|14|633|,0|0|0|,5966|14|633|,0|0|0|,806|1|93|,0|0|0|,0|0|0|,806|1|93|,0|0|0|,0|0|0|,687|1|85|,11|0|39|,0|0|0|
53,0|1|2|,676|1|46|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,676|1|46|,nan|nan|nan|,nan|nan|nan|,0|676|47|,0|0|0|,0|676|47|,0|0|0|,0|676|47|,0|0|0|,0|0|0|,0|676|47|,0|0|0|,0|0|0|,0|668|46|,0|32|22|,0|0|0|
54,0|1|2|,0|636|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|636|24|,nan|nan|nan|,nan|nan|nan|,0|0|660|,0|0|0|,5903|0|660|,0|0|0|,811|0|90|,0|0|0|,0|0|0|,811|0|90|,0|0|0|,0|0|0|,709|0|79|,14|0|34|,0|0|0|
55,0|1|2|,695|0|45|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,695|0|45|,nan|nan|nan|,nan|nan|nan|,0|695|45|,0|0|0|,0|695|45|,0|0|0|,0|695|45|,0|0|0|,0|0|0|,0|695|45|,0|0|0|,0|0|0|,0|674|45|,0|24|16|,0|0|0|
56,0|1|2|,0|650|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|650|29|,nan|nan|nan|,nan|nan|nan|,0|0|679|,0|0|0|,6207|0|679|,0|0|0|,820|0|80|,0|0|0|,0|0|0|,820|0|80|,0|0|0|,0|0|0|,698|0|72|,15|0|21|,0|0|0|
57,0|1|2|,683|0|51|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,683|0|51|,nan|nan|nan|,nan|nan|nan|,0|683|51|,0|0|0|,0|683|51|,0|0|0|,0|683|51|,0|0|0|,0|0|0|,0|683|51|,0|0|0|,0|0|0|,0|682|51|,0|36|21|,0|0|0|
58,0|1|2|,0|646|30|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|646|30|,nan|nan|nan|,nan|nan|nan|,0|0|676|,0|0|0|,7743|0|676|,0|0|0|,823|0|77|,0|0|0|,0|0|0|,823|0|77|,0|0|0|,0|0|0|,719|0|64|,15|0|22|,0|0|0|
59,0|1|2|,704|0|42|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,704|0|42|,nan|nan|nan|,nan|nan|nan|,0|704|42|,0|0|0|,0|704|42|,0|0|0|,0|704|42|,0|0|0|,0|0|0|,0|704|42|,0|0|0|,0|0|0|,0|688|40|,0|43|21|,0|0|0|
60,0|1|2|,0|645|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|645|19|,nan|nan|nan|,nan|nan|nan|,0|0|664|,0|0|0|,6623|0|664|,0|0|0|,827|0|73|,0|0|0|,0|0|0|,827|0|73|,0|0|0|,0|0|0|,718|0|57|,11|0|19|,0|0|0|
61,0|1|2|,707|0|38|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,707|0|38|,nan|nan|nan|,nan|nan|nan|,0|707|38|,0|0|0|,0|707|38|,0|0|0|,0|707|38|,0|0|0|,0|0|0|,0|707|38|,0|0|0|,0|0|0|,0|689|38|,0|33|13|,0|0|0|
62,0|1|2|,0|656|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|656|25|,nan|nan|nan|,nan|nan|nan|,0|0|681|,0|0|0|,6535|0|681|,0|0|0|,804|0|96|,0|0|0|,0|0|0|,804|0|96|,0|0|0|,0|0|0|,697|0|86|,12|0|36|,0|0|0|
63,0|1|2|,685|0|50|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,685|0|50|,nan|nan|nan|,nan|nan|nan|,0|685|50|,0|0|0|,0|685|50|,0|0|0|,0|685|50|,0|0|0|,0|0|0|,0|685|50|,0|0|0|,0|0|0|,0|685|50|,0|35|17|,0|0|0|
64,0|1|2|,0|650|33|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|650|33|,nan|nan|nan|,nan|nan|nan|,0|0|683|,0|0|0|,6920|0|683|,0|0|0|,832|0|68|,0|0|0|,0|0|0|,832|0|68|,0|0|0|,0|0|0|,723|0|62|,16|0|27|,0|0|0|
65,0|1|2|,707|0|35|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,707|0|35|,nan|nan|nan|,nan|nan|nan|,0|707|35|,0|0|0|,0|707|35|,0|0|0|,0|707|35|,0|0|0|,0|0|0|,0|707|35|,0|0|0|,0|0|0|,0|696|33|,0|38|10|,0|0|0|
66,0|1|2|,0|658|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|658|23|,nan|nan|nan|,nan|nan|nan|,0|0|681|,0|0|0|,7351|0|681|,0|0|0|,811|0|89|,0|0|0|,0|0|0|,811|0|89|,0|0|0|,0|0|0|,698|0|72|,22|0|38|,0|0|0|
67,0|1|2|,676|0|34|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,676|0|34|,nan|nan|nan|,nan|nan|nan|,0|676|34|,0|0|0|,0|676|34|,0|0|0|,0|676|34|,0|0|0|,0|0|0|,0|676|34|,0|0|0|,0|0|0|,0|673|33|,0|31|13|,0|0|0|
68,0|1|2|,0|642|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|642|20|,nan|nan|nan|,nan|nan|nan|,0|0|662|,0|0|0|,6328|0|662|,0|0|0|,806|0|95|,0|0|0|,0|0|0|,806|0|95|,0|0|0|,0|0|0|,700|0|82|,9|0|36|,0|0|0|
69,0|1|2|,691|0|46|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,691|0|46|,nan|nan|nan|,nan|nan|nan|,0|691|46|,0|0|0|,0|691|46|,0|0|0|,0|691|46|,0|0|0|,0|0|0|,0|691|46|,0|0|0|,0|0|0|,0|677|45|,0|39|16|,0|0|0|
70,0|1|2|,0|638|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|638|29|,nan|nan|nan|,nan|nan|nan|,0|0|667|,0|0|0|,5549|0|667|,0|0|0|,806|0|94|,0|0|0|,0|0|0|,806|0|94|,0|0|0|,0|0|0|,685|0|84|,13|0|36|,0|0|0|
71,0|1|2|,672|0|48|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,672|0|48|,nan|nan|nan|,nan|nan|nan|,0|672|48|,0|0|0|,0|672|48|,0|0|0|,0|672|48|,0|0|0|,0|0|0|,0|672|48|,0|0|0|,0|0|0|,0|672|48|,0|32|17|,0|0|0|
72,0|1|2|,0|640|31|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|640|31|,nan|nan|nan|,nan|nan|nan|,0|0|671|,0|0|0|,5288|0|671|,0|0|0|,805|0|95|,0|0|0|,0|0|0|,805|0|95|,0|0|0|,0|0|0|,684|0|85|,15|0|31|,0|0|0|
73,0|1|2|,669|0|54|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,669|0|54|,nan|nan|nan|,nan|nan|nan|,0|669|54|,0|0|0|,0|669|54|,0|0|0|,0|669|54|,0|0|0|,0|0|0|,0|669|54|,0|0|0|,0|0|0|,0|669|54|,0|44|23|,0|0|0|
74,0|1|2|,0|625|31|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|625|31|,nan|nan|nan|,nan|nan|nan|,0|0|656|,0|0|0|,5426|0|656|,0|0|0|,802|0|98|,0|0|0|,0|0|0|,802|0|98|,0|0|0|,0|0|0|,688|0|76|,13|0|32|,0|0|0|
75,0|1|2|,675|0|44|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,675|0|44|,nan|nan|nan|,nan|nan|nan|,0|675|44|,0|0|0|,0|675|44|,0|0|0|,0|675|44|,0|0|0|,0|0|0|,0|675|44|,0|0|0|,0|0|0|,0|651|42|,0|33|20|,0|0|0|
76,0|1|2|,0|618|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|618|22|,nan|nan|nan|,nan|nan|nan|,0|0|640|,0|0|0|,5974|0|640|,0|0|0|,798|0|102|,0|0|0|,0|0|0|,798|0|102|,0|0|0|,0|0|0|,683|0|86|,16|0|39|,0|0|0|
77,0|1|2|,667|0|47|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,667|0|47|,nan|nan|nan|,nan|nan|nan|,0|667|47|,0|0|0|,0|667|47|,0|0|0|,0|667|47|,0|0|0|,0|0|0|,0|667|47|,0|0|0|,0|0|0|,0|662|46|,0|36|16|,0|0|0|
78,0|1|2|,0|626|30|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|626|30|,nan|nan|nan|,nan|nan|nan|,0|0|656|,0|0|0|,6886|0|656|,0|0|0|,807|0|93|,0|0|0|,0|0|0|,807|0|93|,0|0|0|,0|0|0|,694|0|75|,11|0|30|,0|0|0|
79,0|1|2|,683|0|45|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,683|0|45|,nan|nan|nan|,nan|nan|nan|,0|683|45|,0|0|0|,0|683|45|,0|0|0|,0|683|45|,0|0|0|,0|0|0|,0|683|45|,0|0|0|,0|0|0|,0|675|43|,0|35|17|,0|0|0|
