Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
11,0|1|2|,6535|2007|593|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6535|2007|593|,nan|nan|nan|,nan|nan|nan|,0|6535|2600|,0|0|0|,21041|6535|2600|,0|0|0|,5614|3426|883|,0|0|0|,0|0|0|,5614|3426|883|,0|0|0|,0|0|0|,5506|3376|863|,107|159|329|,0|0|0|
12,0|1|2|,5399|3217|534|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5399|3217|534|,nan|nan|nan|,nan|nan|nan|,0|5399|3751|,0|0|0|,32766|5399|3751|,0|0|0|,6790|2274|908|,0|0|0|,0|0|0|,6790|2274|908|,0|0|0|,0|0|0|,6681|2247|893|,120|110|367|,0|0|0|
13,0|1|2|,6561|2137|526|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6561|2137|526|,nan|nan|nan|,nan|nan|nan|,0|6561|2663|,0|0|0|,20772|6561|2663|,0|0|0|,5417|3598|891|,0|0|0|,0|0|0|,5417|3598|891|,0|0|0|,0|0|0|,5337|3543|880|,105|161|372|,0|0|0|
14,0|1|2|,5232|3382|508|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5232|3382|508|,nan|nan|nan|,nan|nan|nan|,0|5232|3890|,0|0|0|,31605|5232|3890|,0|0|0|,6539|2450|968|,0|0|0|,0|0|0|,6539|2450|968|,0|0|0|,0|0|0|,6434|2420|951|,127|126|378|,0|0|0|
15,0|1|2|,6307|2294|573|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6307|2294|573|,nan|nan|nan|,nan|nan|nan|,0|6307|2867|,0|0|0|,22469|6307|2867|,0|0|0|,5417|3614|897|,0|0|0|,0|0|0|,5417|3614|897|,0|0|0|,0|0|0|,5334|3574|883|,109|203|347|,0|0|0|
16,0|1|2|,5225|3371|536|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5225|3371|536|,nan|nan|nan|,nan|nan|nan|,0|5225|3907|,0|0|0|,34753|5225|3907|,0|0|0|,6714|2367|893|,0|0|0|,0|0|0|,6714|2367|893|,0|0|0|,0|0|0|,6615|2323|884|,127|124|354|,0|0|0|
17,0|1|2|,6488|2199|530|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6488|2199|530|,nan|nan|nan|,nan|nan|nan|,0|6488|2729|,0|0|0|,23256|6488|2729|,0|0|0|,5270|3713|890|,0|0|0|,0|0|0|,5270|3713|890|,0|0|0|,0|0|0|,5174|3660|875|,116|167|349|,0|0|0|
18,0|1|2|,5058|3493|526|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5058|3493|526|,nan|nan|nan|,nan|nan|nan|,0|5058|4019|,0|0|0|,32696|5058|4019|,0|0|0|,6550|2431|960|,0|0|0|,0|0|0|,6550|2431|960|,0|0|0|,0|0|0|,6435|2397|941|,121|117|385|,0|0|0|
19,0|1|2|,6314|2280|556|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6314|2280|556|,nan|nan|nan|,nan|nan|nan|,0|6314|2836|,0|0|0|,22577|6314|2836|,0|0|0|,5498|3553|879|,0|0|0|,0|0|0|,5498|3553|879|,0|0|0|,0|0|0|,5405|3491|865|,103|198|352|,0|0|0|
20,0|1|2|,5302|3293|513|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5302|3293|513|,nan|nan|nan|,nan|nan|nan|,0|5302|3806|,0|0|0|,31598|5302|3806|,0|0|0|,6402|2583|946|,0|0|0|,0|0|0|,6402|2583|946|,0|0|0|,0|0|0|,6288|2553|932|,123|131|369|,0|0|0|
21,0|1|2|,6165|2422|563|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6165|2422|563|,nan|nan|nan|,nan|nan|nan|,0|6165|2985|,0|0|0|,23941|6165|2985|,0|0|0|,5468|3556|893|,0|0|0|,0|0|0|,5468|3556|893|,0|0|0|,0|0|0|,5386|3509|881|,112|183|365|,0|0|0|
22,0|1|2|,5274|3326|516|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5274|3326|516|,nan|nan|nan|,nan|nan|nan|,0|5274|3842|,0|0|0|,34339|5274|3842|,0|0|0|,6477|2569|858|,0|0|0|,0|0|0|,6477|2569|858|,0|0|0|,0|0|0|,6376|2538|843|,135|137|348|,0|0|0|
23,0|1|2|,6241|2401|495|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6241|2401|495|,nan|nan|nan|,nan|nan|nan|,0|6241|2896|,0|0|0|,23692|6241|2896|,0|0|0|,5412|3650|860|,0|0|0|,0|0|0|,5412|3650|860|,0|0|0|,0|0|0|,5315|3586|851|,123|191|351|,0|0|0|
24,0|1|2|,5192|3395|500|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5192|3395|500|,nan|nan|nan|,nan|nan|nan|,0|5192|3895|,0|0|0|,33295|5192|3895|,0|0|0|,6567|2464|879|,0|0|0|,0|0|0|,6567|2464|879|,0|0|0|,0|0|0|,6464|2445|863|,124|107|364|,0|0|0|
25,0|1|2|,6340|2338|499|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6340|2338|499|,nan|nan|nan|,nan|nan|nan|,0|6340|2837|,0|0|0|,23775|6340|2837|,0|0|0|,5447|3578|885|,0|0|0|,0|0|0|,5447|3578|885|,0|0|0|,0|0|0|,5360|3540|876|,105|176|366|,0|0|0|
26,0|1|2|,5255|3364|510|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5255|3364|510|,nan|nan|nan|,nan|nan|nan|,0|5255|3874|,0|0|0|,33582|5255|3874|,0|0|0|,6590|2442|898|,0|0|0|,0|0|0|,6590|2442|898|,0|0|0|,0|0|0|,6486|2416|887|,108|124|348|,0|0|0|
27,0|1|2|,6378|2292|539|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6378|2292|539|,nan|nan|nan|,nan|nan|nan|,0|6378|2831|,0|0|0|,22673|6378|2831|,0|0|0|,5398|3626|873|,0|0|0|,0|0|0|,5398|3626|873|,0|0|0|,0|0|0|,5312|3589|859|,110|166|321|,0|0|0|
28,0|1|2|,5202|3423|538|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5202|3423|538|,nan|nan|nan|,nan|nan|nan|,0|5202|3961|,0|0|0|,31988|5202|3961|,0|0|0|,6398|2535|1004|,0|0|0|,0|0|0|,6398|2535|1004|,0|0|0|,0|0|0|,6274|2509|993|,117|112|405|,0|0|0|
29,0|1|2|,6157|2397|588|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6157|2397|588|,nan|nan|nan|,nan|nan|nan|,0|6157|2985|,0|0|0|,23558|6157|2985|,0|0|0|,5424|3584|886|,0|0|0|,0|0|0|,5424|3584|886|,0|0|0|,0|0|0|,5337|3545|876|,114|171|364|,0|0|0|
30,0|1|2|,5223|3374|512|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5223|3374|512|,nan|nan|nan|,nan|nan|nan|,0|5223|3886|,0|0|0|,34831|5223|3886|,0|0|0|,6421|2627|906|,0|0|0|,0|0|0|,6421|2627|906|,0|0|0|,0|0|0|,6311|2589|892|,124|146|367|,0|0|0|
31,0|1|2|,6187|2443|525|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6187|2443|525|,nan|nan|nan|,nan|nan|nan|,0|6187|2968|,0|0|0|,24298|6187|2968|,0|0|0|,5450|3576|887|,0|0|0|,0|0|0|,5450|3576|887|,0|0|0|,0|0|0|,5357|3534|867|,114|153|354|,0|0|0|
32,0|1|2|,5243|3381|513|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5243|3381|513|,nan|nan|nan|,nan|nan|nan|,0|5243|3894|,0|0|0|,35916|5243|3894|,0|0|0|,6437|2619|849|,0|0|0|,0|0|0|,6437|2619|849|,0|0|0|,0|0|0|,6318|2587|836|,112|138|343|,0|0|0|
33,0|1|2|,6206|2449|493|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6206|2449|493|,nan|nan|nan|,nan|nan|nan|,0|6206|2942|,0|0|0|,23945|6206|2942|,0|0|0|,5214|3785|872|,0|0|0|,0|0|0|,5214|3785|872|,0|0|0|,0|0|0|,5112|3749|856|,92|177|347|,0|0|0|
34,0|1|2|,5020|3572|509|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5020|3572|509|,nan|nan|nan|,nan|nan|nan|,0|5020|4081|,0|0|0|,37056|5020|4081|,0|0|0|,6578|2477|878|,0|0|0|,0|0|0|,6578|2477|878|,0|0|0|,0|0|0|,6443|2458|864|,135|116|342|,0|0|0|
35,0|1|2|,6308|2342|522|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6308|2342|522|,nan|nan|nan|,nan|nan|nan|,0|6308|2864|,0|0|0|,22455|6308|2864|,0|0|0|,5216|3857|811|,0|0|0|,0|0|0|,5216|3857|811|,0|0|0|,0|0|0|,5102|3806|798|,109|169|279|,0|0|0|
36,0|1|2|,4993|3637|519|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4993|3637|519|,nan|nan|nan|,nan|nan|nan|,0|4993|4156|,0|0|0|,36731|4993|4156|,0|0|0|,6606|2417|902|,0|0|0|,0|0|0|,6606|2417|902|,0|0|0|,0|0|0|,6509|2398|898|,132|118|341|,0|0|0|
37,0|1|2|,6377|2280|557|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6377|2280|557|,nan|nan|nan|,nan|nan|nan|,0|6377|2837|,0|0|0|,22530|6377|2837|,0|0|0|,5277|3787|853|,0|0|0|,0|0|0|,5277|3787|853|,0|0|0|,0|0|0|,5203|3738|839|,106|197|324|,0|0|0|
38,0|1|2|,5097|3541|515|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,5097|3541|515|,nan|nan|nan|,nan|nan|nan|,0|5097|4056|,0|0|0|,34322|5097|4056|,0|0|0|,6665|2350|913|,0|0|0|,0|0|0|,6665|2350|913|,0|0|0|,0|0|0|,6568|2320|905|,127|118|366|,0|0|0|
39,0|1|2|,6441|2202|539|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6441|2202|539|,nan|nan|nan|,nan|nan|nan|,0|6441|2741|,0|0|0|,23343|6441|2741|,0|0|0|,5197|3875|810|,0|0|0|,0|0|0|,5197|3875|810|,0|0|0|,0|0|0|,5104|3828|803|,116|189|336|,0|0|0|
40,0|1|2|,4988|3639|467|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4988|3639|467|,nan|nan|nan|,nan|nan|nan|,0|4988|4106|,0|0|0|,36491|4988|4106|,0|0|0|,6631|2463|846|,0|0|0|,0|0|0|,6631|2463|846|,0|0|0|,0|0|0|,6530|2425|830|,124|114|324|,0|0|0|
41,0|1|2|,6406|2311|506|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6406|2311|506|,nan|nan|nan|,nan|nan|nan|,0|6406|2817|,0|0|0|,21987|6406|2817|,0|0|0|,4815|4158|858|,0|0|0|,0|0|0|,4815|4158|858|,0|0|0|,0|0|0|,4718|4108|845|,97|214|350|,0|0|0|
42,0|1|2|,4621|3894|495|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4621|3894|495|,nan|nan|nan|,nan|nan|nan|,0|4621|4389|,0|0|0|,38477|4621|4389|,0|0|0|,6574|2388|941|,0|0|0|,0|0|0|,6574|2388|941|,0|0|0|,0|0|0|,6458|2361|927|,119|123|374|,0|0|0|
43,0|1|2|,6339|2238|553|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6339|2238|553|,nan|nan|nan|,nan|nan|nan|,0|6339|2791|,0|0|0|,21721|6339|2791|,0|0|0|,4544|4380|879|,0|0|0|,0|0|0|,4544|4380|879|,0|0|0|,0|0|0|,4468|4347|872|,104|186|317|,0|0|0|
44,0|1|2|,4364|4161|555|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4364|4161|555|,nan|nan|nan|,nan|nan|nan|,0|4364|4716|,0|0|0|,38258|4364|4716|,0|0|0|,6399|2523|986|,0|0|0|,0|0|0|,6399|2523|986|,0|0|0|,0|0|0|,6284|2492|973|,125|137|402|,0|0|0|
45,0|1|2|,6159|2355|571|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6159|2355|571|,nan|nan|nan|,nan|nan|nan|,0|6159|2926|,0|0|0|,23695|6159|2926|,0|0|0|,4700|4253|853|,0|0|0|,0|0|0|,4700|4253|853|,0|0|0|,0|0|0|,4616|4223|846|,93|219|359|,0|0|0|
46,0|1|2|,4523|4004|487|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4523|4004|487|,nan|nan|nan|,nan|nan|nan|,0|4523|4491|,0|0|0|,37800|4523|4491|,0|0|0|,6399|2588|926|,0|0|0|,0|0|0|,6399|2588|926|,0|0|0|,0|0|0|,6299|2565|914|,119|112|365|,0|0|0|
47,0|1|2|,6180|2453|549|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6180|2453|549|,nan|nan|nan|,nan|nan|nan|,0|6180|3002|,0|0|0|,24803|6180|3002|,0|0|0|,4720|4220|860|,0|0|0|,0|0|0|,4720|4220|860|,0|0|0|,0|0|0|,4663|4174|852|,85|213|366|,0|0|0|
48,0|1|2|,4578|3961|486|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4578|3961|486|,nan|nan|nan|,nan|nan|nan|,0|4578|4447|,0|0|0|,37427|4578|4447|,0|0|0|,6584|2447|896|,0|0|0|,0|0|0|,6584|2447|896|,0|0|0|,0|0|0|,6449|2425|886|,134|117|370|,0|0|0|
49,0|1|2|,6315|2308|516|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6315|2308|516|,nan|nan|nan|,nan|nan|nan|,0|6315|2824|,0|0|0|,21850|6315|2824|,0|0|0|,4645|4288|849|,0|0|0|,0|0|0|,4645|4288|849|,0|0|0|,0|0|0|,4572|4238|838|,98|210|307|,0|0|0|
50,0|1|2|,4474|4028|531|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4474|4028|531|,nan|nan|nan|,nan|nan|nan|,0|4474|4559|,0|0|0|,41018|4474|4559|,0|0|0|,6601|2417|913|,0|0|0|,0|0|0|,6601|2417|913|,0|0|0|,0|0|0|,6500|2375|901|,154|124|376|,0|0|0|
51,0|1|2|,6346|2251|525|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6346|2251|525|,nan|nan|nan|,nan|nan|nan|,0|6346|2776|,0|0|0|,23379|6346|2776|,0|0|0|,4701|4267|803|,0|0|0|,0|0|0|,4701|4267|803|,0|0|0|,0|0|0|,4611|4239|796|,89|182|317|,0|0|0|
52,0|1|2|,4522|4057|479|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4522|4057|479|,nan|nan|nan|,nan|nan|nan|,0|4522|4536|,0|0|0|,39349|4522|4536|,0|0|0|,6460|2516|938|,0|0|0|,0|0|0|,6460|2516|938|,0|0|0|,0|0|0|,6347|2485|921|,136|128|386|,0|0|0|
53,0|1|2|,6211|2357|535|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6211|2357|535|,nan|nan|nan|,nan|nan|nan|,0|6211|2892|,0|0|0|,23194|6211|2892|,0|0|0|,4931|4102|802|,0|0|0|,0|0|0|,4931|4102|802|,0|0|0|,0|0|0|,4857|4060|790|,83|216|334|,0|0|0|
54,0|1|2|,4774|3844|456|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4774|3844|456|,nan|nan|nan|,nan|nan|nan|,0|4774|4300|,0|0|0|,37262|4774|4300|,0|0|0|,6468|2557|894|,0|0|0|,0|0|0|,6468|2557|894|,0|0|0|,0|0|0|,6355|2526|880|,121|128|344|,0|0|0|
55,0|1|2|,6234|2398|536|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6234|2398|536|,nan|nan|nan|,nan|nan|nan|,0|6234|2934|,0|0|0|,25061|6234|2934|,0|0|0|,4904|4112|840|,0|0|0|,0|0|0|,4904|4112|840|,0|0|0|,0|0|0|,4817|4052|832|,102|224|333|,0|0|0|
56,0|1|2|,4715|3828|499|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4715|3828|499|,nan|nan|nan|,nan|nan|nan|,0|4715|4327|,0|0|0|,39302|4715|4327|,0|0|0|,6634|2408|858|,0|0|0|,0|0|0|,6634|2408|858|,0|0|0|,0|0|0|,6536|2394|843|,132|115|344|,0|0|0|
57,0|1|2|,6404|2279|499|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6404|2279|499|,nan|nan|nan|,nan|nan|nan|,0|6404|2778|,0|0|0|,21720|6404|2778|,0|0|0|,4710|4268|837|,0|0|0|,0|0|0|,4710|4268|837|,0|0|0|,0|0|0|,4655|4236|828|,93|219|324|,0|0|0|
58,0|1|2|,4562|4017|504|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4562|4017|504|,nan|nan|nan|,nan|nan|nan|,0|4562|4521|,0|0|0|,38795|4562|4521|,0|0|0|,6477|2435|976|,0|0|0|,0|0|0|,6477|2435|976|,0|0|0|,0|0|0|,6356|2411|959|,129|143|388|,0|0|0|
59,0|1|2|,6227|2268|571|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6227|2268|571|,nan|nan|nan|,nan|nan|nan|,0|6227|2839|,0|0|0|,22023|6227|2839|,0|0|0|,4731|4223|867|,0|0|0|,0|0|0|,4731|4223|867|,0|0|0|,0|0|0|,4664|4179|859|,101|202|335|,0|0|0|
60,0|1|2|,4563|3977|524|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4563|3977|524|,nan|nan|nan|,nan|nan|nan|,0|4563|4501|,0|0|0|,40120|4563|4501|,0|0|0|,6611|2375|946|,0|0|0|,0|0|0|,6611|2375|946|,0|0|0|,0|0|0|,6520|2351|933|,141|118|354|,0|0|0|
61,0|1|2|,6379|2233|579|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6379|2233|579|,nan|nan|nan|,nan|nan|nan|,0|6379|2812|,0|0|0|,21527|6379|2812|,0|0|0|,4588|4352|873|,0|0|0|,0|0|0|,4588|4352|873|,0|0|0|,0|0|0|,4510|4318|860|,76|242|353|,0|0|0|
62,0|1|2|,4434|4076|507|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4434|4076|507|,nan|nan|nan|,nan|nan|nan|,0|4434|4583|,0|0|0|,41238|4434|4583|,0|0|0|,6567|2408|907|,0|0|0|,0|0|0|,6567|2408|907|,0|0|0|,0|0|0|,6438|2386|886|,126|131|369|,0|0|0|
63,0|1|2|,6312|2255|517|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6312|2255|517|,nan|nan|nan|,nan|nan|nan|,0|6312|2772|,0|0|0|,23199|6312|2772|,0|0|0|,4483|4527|789|,0|0|0|,0|0|0|,4483|4527|789|,0|0|0|,0|0|0|,4407|4452|781|,80|229|286|,0|0|0|
64,0|1|2|,4327|4223|495|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4327|4223|495|,nan|nan|nan|,nan|nan|nan|,0|4327|4718|,0|0|0|,42104|4327|4718|,0|0|0|,6615|2410|886|,0|0|0|,0|0|0|,6615|2410|886|,0|0|0|,0|0|0|,6497|2380|871|,127|122|363|,0|0|0|
65,0|1|2|,6370|2258|508|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6370|2258|508|,nan|nan|nan|,nan|nan|nan|,0|6370|2766|,0|0|0|,22676|6370|2766|,0|0|0|,4292|4656|827|,0|0|0|,0|0|0|,4292|4656|827|,0|0|0|,0|0|0|,4206|4608|812|,80|218|333|,0|0|0|
66,0|1|2|,4126|4390|479|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4126|4390|479|,nan|nan|nan|,nan|nan|nan|,0|4126|4869|,0|0|0|,46239|4126|4869|,0|0|0|,6481|2514|895|,0|0|0|,0|0|0|,6481|2514|895|,0|0|0|,0|0|0|,6399|2492|881|,140|120|327|,0|0|0|
67,0|1|2|,6259|2372|554|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6259|2372|554|,nan|nan|nan|,nan|nan|nan|,0|6259|2926|,0|0|0|,24893|6259|2926|,0|0|0|,4266|4711|768|,0|0|0|,0|0|0|,4266|4711|768|,0|0|0|,0|0|0|,4201|4667|753|,85|254|297|,0|0|0|
68,0|1|2|,4116|4413|456|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4116|4413|456|,nan|nan|nan|,nan|nan|nan|,0|4116|4869|,0|0|0|,42581|4116|4869|,0|0|0|,6458|2556|892|,0|0|0|,0|0|0|,6458|2556|892|,0|0|0|,0|0|0|,6342|2528|878|,118|125|349|,0|0|0|
69,0|1|2|,6224|2403|529|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6224|2403|529|,nan|nan|nan|,nan|nan|nan|,0|6224|2932|,0|0|0|,24215|6224|2932|,0|0|0|,4302|4626|816|,0|0|0|,0|0|0|,4302|4626|816|,0|0|0|,0|0|0|,4238|4591|806|,85|239|302|,0|0|0|
70,0|1|2|,4153|4352|504|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,4153|4352|504|,nan|nan|nan|,nan|nan|nan|,0|4153|4856|,0|0|0|,44999|4153|4856|,0|0|0|,6552|2505|850|,0|0|0|,0|0|0|,6552|2505|850|,0|0|0|,0|0|0|,6433|2470|833|,121|147|329|,0|0|0|
71,0|1|2|,6312|2323|504|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6312|2323|504|,nan|nan|nan|,nan|nan|nan|,0|6312|2827|,0|0|0|,24681|6312|2827|,0|0|0|,4094|4850|760|,0|0|0|,0|0|0|,4094|4850|760|,0|0|0|,0|0|0|,4027|4822|746|,67|239|292|,0|0|0|
72,0|1|2|,3960|4583|454|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,3960|4583|454|,nan|nan|nan|,nan|nan|nan|,0|3960|5037|,0|0|0|,43865|3960|5037|,0|0|0|,6430|2508|982|,0|0|0|,0|0|0|,6430|2508|982|,0|0|0|,0|0|0|,6334|2471|966|,132|135|401|,0|0|0|
73,0|1|2|,6202|2336|565|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,6202|2336|565|,nan|nan|nan|,nan|nan|nan|,0|6202|2901|,0|0|0|,21860|6202|2901|,0|0|0|,4083|4752|850|,0|0|0|,0|0|0|,4083|4752|850|,0|0|0|,0|0|0|,4015|4721|836|,89|216|341|,0|0|0|
