Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
30,0|1|2|,52|237|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,52|237|20|,nan|nan|nan|,nan|nan|nan|,0|52|257|,0|0|0|,2574|52|257|,0|0|0|,352|9|39|,0|0|0|,0|0|0|,352|9|39|,0|0|0|,0|0|0|,346|9|38|,4|0|17|,0|0|0|
31,0|1|2|,342|9|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,342|9|21|,nan|nan|nan|,nan|nan|nan|,0|342|30|,0|0|0|,74|342|30|,0|0|0|,55|300|24|,0|0|0|,0|0|0|,55|300|24|,0|0|0|,0|0|0|,51|272|20|,3|10|8|,0|0|0|
32,0|1|2|,48|262|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,48|262|12|,nan|nan|nan|,nan|nan|nan|,0|48|274|,0|0|0|,2478|48|274|,0|0|0|,353|10|38|,0|0|0|,0|0|0|,353|10|38|,0|0|0|,0|0|0|,347|9|38|,6|1|18|,0|0|0|
33,0|1|2|,341|8|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,341|8|20|,nan|nan|nan|,nan|nan|nan|,0|341|28|,0|0|0|,72|341|28|,0|0|0|,57|301|24|,0|0|0|,0|0|0|,57|301|24|,0|0|0|,0|0|0|,54|296|23|,1|9|7|,0|0|0|
34,0|1|2|,53|287|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,53|287|16|,nan|nan|nan|,nan|nan|nan|,0|53|303|,0|0|0|,2990|53|303|,0|0|0|,362|9|29|,0|0|0|,0|0|0|,362|9|29|,0|0|0|,0|0|0|,359|9|29|,8|0|13|,0|0|0|
35,0|1|2|,351|9|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,351|9|16|,nan|nan|nan|,nan|nan|nan|,0|351|25|,0|0|0|,110|351|25|,0|0|0|,70|297|22|,0|0|0|,0|0|0|,70|297|22|,0|0|0|,0|0|0|,67|290|21|,3|3|10|,0|0|0|
36,0|1|2|,64|287|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,64|287|11|,nan|nan|nan|,nan|nan|nan|,0|64|298|,0|0|0|,2823|64|298|,0|0|0|,352|12|36|,0|0|0|,0|0|0|,352|12|36|,0|0|0|,0|0|0|,348|11|34|,11|3|14|,0|0|0|
37,0|1|2|,337|8|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,337|8|20|,nan|nan|nan|,nan|nan|nan|,0|337|28|,0|0|0|,143|337|28|,0|0|0|,105|261|23|,0|0|0|,0|0|0|,105|261|23|,0|0|0|,0|0|0|,97|247|23|,1|14|8|,0|0|0|
38,0|1|2|,96|233|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,96|233|15|,nan|nan|nan|,nan|nan|nan|,0|96|248|,0|0|0|,1940|96|248|,0|0|0|,336|18|46|,0|0|0|,0|0|0|,336|18|46|,0|0|0|,0|0|0|,332|17|45|,7|0|20|,0|0|0|
39,0|1|2|,325|17|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,325|17|25|,nan|nan|nan|,nan|nan|nan|,0|325|42|,0|0|0|,153|325|42|,0|0|0|,98|262|33|,0|0|0|,0|0|0|,98|262|33|,0|0|0|,0|0|0|,89|251|32|,1|11|13|,0|0|0|
40,0|1|2|,88|240|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,88|240|19|,nan|nan|nan|,nan|nan|nan|,0|88|259|,0|0|0|,2429|88|259|,0|0|0|,346|16|38|,0|0|0|,0|0|0|,346|16|38|,0|0|0|,0|0|0|,344|15|38|,13|0|13|,0|0|0|
41,0|1|2|,331|15|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,331|15|25|,nan|nan|nan|,nan|nan|nan|,0|331|40|,0|0|0|,223|331|40|,0|0|0|,119|243|25|,0|0|0|,0|0|0|,119|243|25|,0|0|0|,0|0|0|,93|209|24|,3|8|11|,0|0|0|
42,0|1|2|,90|201|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,90|201|13|,nan|nan|nan|,nan|nan|nan|,0|90|214|,0|0|0|,1675|90|214|,0|0|0|,342|14|44|,0|0|0|,0|0|0|,342|14|44|,0|0|0|,0|0|0|,336|13|43|,5|1|18|,0|0|0|
43,0|1|2|,331|12|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,331|12|25|,nan|nan|nan|,nan|nan|nan|,0|331|37|,0|0|0|,132|331|37|,0|0|0|,91|258|30|,0|0|0|,0|0|0|,91|258|30|,0|0|0|,0|0|0|,86|254|28|,1|19|7|,0|0|0|
44,0|1|2|,85|235|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,85|235|21|,nan|nan|nan|,nan|nan|nan|,0|85|256|,0|0|0|,2547|85|256|,0|0|0|,356|12|32|,0|0|0|,0|0|0|,356|12|32|,0|0|0|,0|0|0|,350|12|32|,7|1|18|,0|0|0|
45,0|1|2|,343|11|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,343|11|14|,nan|nan|nan|,nan|nan|nan|,0|343|25|,0|0|0|,88|343|25|,0|0|0|,62|309|20|,0|0|0|,0|0|0|,62|309|20|,0|0|0|,0|0|0|,54|288|19|,0|9|5|,0|0|0|
46,0|1|2|,54|279|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,54|279|14|,nan|nan|nan|,nan|nan|nan|,0|54|293|,0|0|0|,3283|54|293|,0|0|0|,371|2|27|,0|0|0|,0|0|0|,371|2|27|,0|0|0|,0|0|0|,371|2|27|,12|0|5|,0|0|0|
47,0|1|2|,359|2|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,359|2|22|,nan|nan|nan|,nan|nan|nan|,0|359|24|,0|0|0|,10|359|24|,0|0|0|,9|353|24|,0|0|0|,0|0|0|,9|353|24|,0|0|0|,0|0|0|,9|346|24|,0|11|6|,0|0|0|
48,0|1|2|,9|335|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,9|335|18|,nan|nan|nan|,nan|nan|nan|,0|9|353|,0|0|0|,4364|9|353|,0|0|0|,369|3|28|,0|0|0|,0|0|0|,369|3|28|,0|0|0|,0|0|0|,366|3|28|,5|0|13|,0|0|0|
49,0|1|2|,361|3|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,361|3|15|,nan|nan|nan|,nan|nan|nan|,0|361|18|,0|0|0|,0|361|18|,0|0|0|,0|361|18|,0|0|0|,0|0|0|,0|361|18|,0|0|0|,0|0|0|,0|361|18|,0|18|10|,0|0|0|
50,0|1|2|,0|343|8|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|343|8|,nan|nan|nan|,nan|nan|nan|,0|0|351|,0|0|0|,3359|0|351|,0|0|0|,368|0|32|,0|0|0|,0|0|0|,368|0|32|,0|0|0|,0|0|0|,368|0|32|,7|0|10|,0|0|0|
51,0|1|2|,361|0|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,361|0|22|,nan|nan|nan|,nan|nan|nan|,0|361|22|,0|0|0|,0|361|22|,0|0|0|,0|361|22|,0|0|0|,0|0|0|,0|361|22|,0|0|0|,0|0|0|,0|343|20|,0|19|13|,0|0|0|
52,0|1|2|,0|324|7|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|324|7|,nan|nan|nan|,nan|nan|nan|,0|0|331|,0|0|0|,3280|0|331|,0|0|0|,359|0|41|,0|0|0|,0|0|0|,359|0|41|,0|0|0|,0|0|0|,359|0|41|,10|0|14|,0|0|0|
53,0|1|2|,349|0|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,349|0|27|,nan|nan|nan|,nan|nan|nan|,0|349|27|,0|0|0|,0|349|27|,0|0|0|,0|349|27|,0|0|0|,0|0|0|,0|349|27|,0|0|0|,0|0|0|,0|349|27|,0|23|10|,0|0|0|
54,0|1|2|,0|326|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|326|17|,nan|nan|nan|,nan|nan|nan|,0|0|343|,0|0|0|,3998|0|343|,0|0|0|,371|0|29|,0|0|0|,0|0|0|,371|0|29|,0|0|0|,0|0|0|,371|0|29|,6|0|7|,0|0|0|
55,0|1|2|,365|0|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,365|0|22|,nan|nan|nan|,nan|nan|nan|,0|365|22|,0|0|0|,0|365|22|,0|0|0|,0|365|22|,0|0|0|,0|0|0|,0|365|22|,0|0|0|,0|0|0|,0|345|22|,0|24|9|,0|0|0|
56,0|1|2|,0|321|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|321|13|,nan|nan|nan|,nan|nan|nan|,0|0|334|,0|0|0|,3304|0|334|,0|0|0|,362|0|38|,0|0|0|,0|0|0|,362|0|38|,0|0|0|,0|0|0|,362|0|38|,8|0|24|,0|0|0|
57,0|1|2|,354|0|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,354|0|14|,nan|nan|nan|,nan|nan|nan|,0|354|14|,0|0|0|,0|354|14|,0|0|0|,0|354|14|,0|0|0|,0|0|0|,0|354|14|,0|0|0|,0|0|0|,0|348|14|,0|15|5|,0|0|0|
58,0|1|2|,0|333|9|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|333|9|,nan|nan|nan|,nan|nan|nan|,0|0|342|,0|0|0|,2923|0|342|,0|0|0|,364|0|36|,0|0|0|,0|0|0|,364|0|36|,0|0|0|,0|0|0|,364|0|36|,8|0|18|,0|0|0|
59,0|1|2|,356|0|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,356|0|18|,nan|nan|nan|,nan|nan|nan|,0|356|18|,0|0|0|,0|356|18|,0|0|0|,0|356|18|,0|0|0|,0|0|0|,0|356|18|,0|0|0|,0|0|0|,0|354|18|,0|18|6|,0|0|0|
60,0|1|2|,0|336|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|336|12|,nan|nan|nan|,nan|nan|nan|,0|0|348|,0|0|0|,2295|0|348|,0|0|0|,349|0|51|,0|0|0|,0|0|0|,349|0|51|,0|0|0|,0|0|0|,349|0|51|,5|0|22|,0|0|0|
61,0|1|2|,344|0|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,344|0|29|,nan|nan|nan|,nan|nan|nan|,0|344|29|,0|0|0|,0|344|29|,0|0|0|,0|344|29|,0|0|0|,0|0|0|,0|344|29|,0|0|0|,0|0|0|,0|344|29|,0|13|9|,0|0|0|
62,0|1|2|,0|331|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|331|20|,nan|nan|nan|,nan|nan|nan|,0|0|351|,0|0|0|,3461|0|351|,0|0|0|,356|0|44|,0|0|0|,0|0|0|,356|0|44|,0|0|0|,0|0|0|,356|0|44|,4|0|15|,0|0|0|
63,0|1|2|,352|0|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,352|0|29|,nan|nan|nan|,nan|nan|nan|,0|352|29|,0|0|0|,0|352|29|,0|0|0|,0|352|29|,0|0|0|,0|0|0|,0|352|29|,0|0|0|,0|0|0|,0|345|28|,0|13|9|,0|0|0|
64,0|1|2|,0|332|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|332|19|,nan|nan|nan|,nan|nan|nan|,0|0|351|,0|0|0|,3293|0|351|,0|0|0|,357|0|44|,0|0|0|,0|0|0|,357|0|44|,0|0|0|,0|0|0|,356|0|44|,5|0|24|,0|0|0|
65,0|1|2|,351|0|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,351|0|20|,nan|nan|nan|,nan|nan|nan|,0|351|20|,0|0|0|,0|351|20|,0|0|0|,0|351|20|,0|0|0|,0|0|0|,0|351|20|,0|0|0|,0|0|0|,0|344|20|,0|16|5|,0|0|0|
66,0|1|2|,0|328|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|328|15|,nan|nan|nan|,nan|nan|nan|,0|0|343|,0|0|0|,2828|0|343|,0|0|0|,349|0|51|,0|0|0|,0|0|0|,349|0|51|,0|0|0|,0|0|0|,349|0|51|,9|0|15|,0|0|0|
67,0|1|2|,340|0|36|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,340|0|36|,nan|nan|nan|,nan|nan|nan|,0|340|36|,0|0|0|,0|340|36|,0|0|0|,0|340|36|,0|0|0|,0|0|0|,0|340|36|,0|0|0|,0|0|0|,0|334|34|,0|24|13|,0|0|0|
68,0|1|2|,0|310|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|310|21|,nan|nan|nan|,nan|nan|nan|,0|0|331|,0|0|0|,2559|0|331|,0|0|0|,350|0|51|,0|0|0|,0|0|0|,350|0|51|,0|0|0|,0|0|0|,349|0|51|,4|0|22|,0|0|0|
69,0|1|2|,345|0|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,345|0|29|,nan|nan|nan|,nan|nan|nan|,0|345|29|,0|0|0|,0|345|29|,0|0|0|,0|345|29|,0|0|0|,0|0|0|,0|345|29|,0|0|0|,0|0|0|,0|344|29|,0|14|12|,0|0|0|
70,0|1|2|,0|330|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|330|17|,nan|nan|nan|,nan|nan|nan|,0|0|347|,0|0|0|,3049|0|347|,0|0|0|,359|0|41|,0|0|0|,0|0|0|,359|0|41|,0|0|0|,0|0|0|,359|0|41|,4|0|15|,0|0|0|
71,0|1|2|,355|0|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,355|0|26|,nan|nan|nan|,nan|nan|nan|,0|355|26|,0|0|0|,0|355|26|,0|0|0|,0|355|26|,0|0|0|,0|0|0|,0|355|26|,0|0|0|,0|0|0|,0|355|26|,0|19|11|,0|0|0|
72,0|1|2|,0|336|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|336|15|,nan|nan|nan|,nan|nan|nan|,0|0|351|,0|0|0|,2841|0|351|,0|0|0|,353|0|47|,0|0|0|,0|0|0|,353|0|47|,0|0|0|,0|0|0|,353|0|47|,8|0|21|,0|0|0|
73,0|1|2|,345|0|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,345|0|26|,nan|nan|nan|,nan|nan|nan|,0|345|26|,0|0|0|,0|345|26|,0|0|0|,0|345|26|,0|0|0|,0|0|0|,0|345|26|,0|0|0|,0|0|0|,0|343|26|,0|21|7|,0|0|0|
74,0|1|2|,0|322|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|322|19|,nan|nan|nan|,nan|nan|nan|,0|0|341|,0|0|0|,2993|0|341|,0|0|0|,356|0|44|,0|0|0|,0|0|0|,356|0|44|,0|0|0|,0|0|0|,356|0|44|,8|0|15|,0|0|0|
75,0|1|2|,348|0|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,348|0|29|,nan|nan|nan|,nan|nan|nan|,0|348|29|,0|0|0|,0|348|29|,0|0|0|,0|348|29|,0|0|0|,0|0|0|,0|348|29|,0|0|0|,0|0|0|,0|345|29|,0|21|11|,0|0|0|
76,0|1|2|,0|324|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|324|18|,nan|nan|nan|,nan|nan|nan|,0|0|342|,0|0|0|,3239|0|342|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,370|0|30|,7|0|8|,0|0|0|
77,0|1|2|,363|0|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,363|0|22|,nan|nan|nan|,nan|nan|nan|,0|363|22|,0|0|0|,0|363|22|,0|0|0|,0|363|22|,0|0|0|,0|0|0|,0|363|22|,0|0|0|,0|0|0|,0|359|22|,0|19|12|,0|0|0|
78,0|1|2|,0|340|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|340|10|,nan|nan|nan|,nan|nan|nan|,0|0|350|,0|0|0|,3696|0|350|,0|0|0|,366|0|34|,0|0|0|,0|0|0|,366|0|34|,0|0|0|,0|0|0|,366|0|34|,3|0|15|,0|0|0|
79,0|1|2|,363|0|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,363|0|19|,nan|nan|nan|,nan|nan|nan|,0|363|19|,0|0|0|,0|363|19|,0|0|0|,0|363|19|,0|0|0|,0|0|0|,0|363|19|,0|0|0|,0|0|0|,0|356|19|,0|17|5|,0|0|0|
