Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
16,0|1|2|,218|1015|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,218|1015|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|218|1015|,0|0|0|,2484|218|1015|,0|0|0|,1388|133|577|,0|0|577|,577|0|0|,1388|133|0|,0|0|0|,0|0|0|,1388|133|0|,281|19|0|,300|0|0|
17,0|1|2|,1107|114|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1107|114|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1107|114|,0|0|0|,244|1107|114|,0|0|0|,244|1107|114|,0|0|114|,114|0|0|,244|1107|0|,0|0|0|,0|0|0|,244|1107|0|,42|106|0|,148|0|0|
18,0|1|2|,202|1001|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,202|1001|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|202|1001|,0|0|0|,1957|202|1001|,0|0|0|,1286|132|682|,0|0|682|,682|0|0|,1286|132|0|,0|0|0|,0|0|0|,1286|132|0|,263|16|0|,279|0|0|
19,0|1|2|,1023|116|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1023|116|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1023|116|,0|0|0|,291|1023|116|,0|0|0|,291|1023|116|,0|0|116|,116|0|0|,291|1023|0|,0|0|0|,0|0|0|,291|1023|0|,60|104|0|,164|0|0|
20,0|1|2|,231|919|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,231|919|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|231|919|,0|0|0|,2093|231|919|,0|0|0|,1322|142|636|,0|0|636|,636|0|0|,1322|142|0|,0|0|0|,0|0|0|,1322|142|0|,258|13|0|,271|0|0|
21,0|1|2|,1064|129|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1064|129|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1064|129|,0|0|0|,318|1064|129|,0|0|0|,318|1064|129|,0|0|129|,129|0|0|,318|1064|0|,0|0|0|,0|0|0|,318|1064|0|,62|99|0|,161|0|0|
22,0|1|2|,256|965|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,256|965|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|256|965|,0|0|0|,2061|256|965|,0|0|0|,1291|179|629|,0|0|629|,629|0|0|,1291|179|0|,0|0|0|,0|0|0|,1291|179|0|,269|17|0|,286|0|0|
23,0|1|2|,1022|162|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1022|162|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1022|162|,0|0|0|,255|1022|162|,0|0|0|,255|1022|162|,0|0|162|,162|0|0|,255|1022|0|,0|0|0|,0|0|0|,255|1022|0|,50|96|0|,146|0|0|
24,0|1|2|,205|926|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,205|926|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|205|926|,0|0|0|,2103|205|926|,0|0|0|,1366|132|603|,0|0|603|,603|0|0|,1366|132|0|,0|0|0|,0|0|0|,1366|132|0|,273|13|0|,286|0|0|
25,0|1|2|,1093|119|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1093|119|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1093|119|,0|0|0|,173|1093|119|,0|0|0|,173|1093|119|,0|0|119|,119|0|0|,173|1093|0|,0|0|0|,0|0|0|,173|1093|0|,35|100|0|,135|0|0|
26,0|1|2|,138|993|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,138|993|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|138|993|,0|0|0|,1616|138|993|,0|0|0|,1223|111|765|,0|0|765|,765|0|0|,1223|111|0|,0|0|0|,0|0|0|,1223|111|0|,276|10|0|,286|0|0|
27,0|1|2|,947|101|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,947|101|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|947|101|,0|0|0|,145|947|101|,0|0|0|,145|947|101|,0|0|101|,101|0|0|,145|947|0|,0|0|0|,0|0|0|,145|947|0|,27|94|0|,121|0|0|
28,0|1|2|,118|853|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,118|853|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|118|853|,0|0|0|,1395|118|853|,0|0|0|,1200|106|731|,0|0|731|,731|0|0|,1200|106|0|,0|0|0|,0|0|0|,1200|106|0|,220|6|0|,226|0|0|
29,0|1|2|,980|100|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,980|100|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|980|100|,0|0|0|,258|980|100|,0|0|0|,258|980|100|,0|0|100|,100|0|0|,258|980|0|,0|0|0|,0|0|0|,258|980|0|,57|99|0|,156|0|0|
30,0|1|2|,201|881|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,201|881|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|201|881|,0|0|0|,1824|201|881|,0|0|0|,1331|149|620|,0|0|620|,620|0|0|,1331|149|0|,0|0|0|,0|0|0|,1331|149|0|,273|15|0|,288|0|0|
31,0|1|2|,1058|134|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1058|134|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1058|134|,0|0|0|,289|1058|134|,0|0|0|,289|1058|134|,0|0|134|,134|0|0|,289|1058|0|,0|0|0|,0|0|0|,289|1058|0|,45|138|0|,183|0|0|
32,0|1|2|,244|920|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,244|920|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|244|920|,0|0|0|,2405|244|920|,0|0|0|,1407|149|541|,0|0|541|,541|0|0|,1407|149|0|,0|0|0|,0|0|0|,1407|149|0|,288|19|0|,307|0|0|
33,0|1|2|,1119|130|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1119|130|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1119|130|,0|0|0|,256|1119|130|,0|0|0|,256|1119|130|,0|0|130|,130|0|0|,256|1119|0|,0|0|0|,0|0|0|,256|1119|0|,47|114|0|,161|0|0|
34,0|1|2|,209|1005|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,209|1005|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|209|1005|,0|0|0|,2818|209|1005|,0|0|0|,1463|112|526|,0|0|526|,526|0|0|,1463|112|0|,0|0|0|,0|0|0|,1463|112|0|,305|10|0|,315|0|0|
35,0|1|2|,1158|102|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1158|102|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1158|102|,0|0|0|,157|1158|102|,0|0|0|,157|1158|102|,0|0|102|,102|0|0|,157|1158|0|,0|0|0|,0|0|0|,157|1158|0|,35|114|0|,149|0|0|
36,0|1|2|,122|1044|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,122|1044|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|122|1044|,0|0|0|,1643|122|1044|,0|0|0|,1234|87|779|,0|0|779|,779|0|0|,1234|87|0|,0|0|0|,0|0|0|,1234|87|0|,239|9|0|,248|0|0|
37,0|1|2|,995|78|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,995|78|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|995|78|,0|0|0|,154|995|78|,0|0|0|,154|995|78|,0|0|78|,78|0|0|,154|995|0|,0|0|0|,0|0|0|,154|995|0|,26|98|0|,124|0|0|
38,0|1|2|,128|897|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,128|897|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|128|897|,0|0|0|,2182|128|897|,0|0|0|,1399|83|618|,0|0|618|,618|0|0|,1399|83|0|,0|0|0|,0|0|0|,1399|83|0|,266|6|0|,272|0|0|
39,0|1|2|,1133|77|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1133|77|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1133|77|,0|0|0|,102|1133|77|,0|0|0|,102|1133|77|,0|0|77|,77|0|0|,102|1133|0|,0|0|0|,0|0|0|,102|1133|0|,32|96|0|,128|0|0|
40,0|1|2|,70|1037|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,70|1037|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|70|1037|,0|0|0|,1647|70|1037|,0|0|0|,1227|53|821|,0|0|821|,821|0|0|,1227|53|0|,0|0|0|,0|0|0|,1227|53|0|,256|6|0|,262|0|0|
41,0|1|2|,971|47|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,971|47|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|971|47|,0|0|0|,42|971|47|,0|0|0|,42|971|47|,0|0|47|,47|0|0|,42|971|0|,0|0|0|,0|0|0|,42|971|0|,14|105|0|,119|0|0|
42,0|1|2|,28|866|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,28|866|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|28|866|,0|0|0|,2692|28|866|,0|0|0|,1569|14|518|,0|0|518|,518|0|0|,1569|14|0|,0|0|0|,0|0|0|,1569|14|0|,336|0|0|,336|0|0|
43,0|1|2|,1233|14|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1233|14|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1233|14|,0|0|0|,24|1233|14|,0|0|0|,24|1233|14|,0|0|14|,14|0|0|,24|1233|0|,0|0|0|,0|0|0|,24|1233|0|,6|133|0|,139|0|0|
44,0|1|2|,18|1100|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,18|1100|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|18|1100|,0|0|0|,1215|18|1100|,0|0|0|,1044|17|987|,0|0|987|,987|0|0|,1044|17|0|,0|0|0|,0|0|0|,1044|17|0|,213|2|0|,215|0|0|
45,0|1|2|,831|15|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,831|15|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|831|15|,0|0|0|,40|831|15|,0|0|0|,40|831|15|,0|0|15|,15|0|0|,40|831|0|,0|0|0|,0|0|0|,40|831|0|,10|84|0|,94|0|0|
46,0|1|2|,30|747|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,30|747|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|30|747|,0|0|0|,1355|30|747|,0|0|0|,1287|29|693|,0|0|693|,693|0|0|,1287|29|0|,0|0|0|,0|0|0|,1287|29|0|,231|1|0|,232|0|0|
47,0|1|2|,1056|28|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1056|28|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1056|28|,0|0|0|,103|1056|28|,0|0|0|,103|1056|28|,0|0|28|,28|0|0|,103|1056|0|,0|0|0|,0|0|0|,103|1056|0|,17|97|0|,114|0|0|
48,0|1|2|,86|959|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,86|959|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|86|959|,0|0|0|,1586|86|959|,0|0|0|,1267|65|751|,0|0|751|,751|0|0|,1267|65|0|,0|0|0|,0|0|0|,1267|65|0|,237|9|0|,246|0|0|
49,0|1|2|,1030|56|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1030|56|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1030|56|,0|0|0|,56|1030|56|,0|0|0|,56|1030|56|,0|0|56|,56|0|0|,56|1030|0|,0|0|0|,0|0|0|,56|1030|0|,6|110|0|,116|0|0|
50,0|1|2|,50|920|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,50|920|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|50|920|,0|0|0|,3102|50|920|,0|0|0|,1610|24|463|,0|0|463|,463|0|0|,1610|24|0|,0|0|0|,0|0|0|,1610|24|0|,308|1|0|,309|0|0|
51,0|1|2|,1302|23|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1302|23|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1302|23|,0|0|0|,48|1302|23|,0|0|0|,48|1302|23|,0|0|23|,23|0|0|,48|1302|0|,0|0|0|,0|0|0|,48|1302|0|,5|118|0|,123|0|0|
52,0|1|2|,43|1184|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,43|1184|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|43|1184|,0|0|0|,1994|43|1184|,0|0|0|,1297|25|779|,0|0|779|,779|0|0|,1297|25|0|,0|0|0|,0|0|0|,1297|25|0|,286|3|0|,289|0|0|
53,0|1|2|,1011|22|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1011|22|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1011|22|,0|0|0|,2|1011|22|,0|0|0|,2|1011|22|,0|0|22|,22|0|0|,2|1011|0|,0|0|0|,0|0|0|,2|1011|0|,1|86|0|,87|0|0|
54,0|1|2|,1|925|0|,31.0|31.0|nan|,0.0|0.0|nan|,31.0|53.0|92.0|,1|925|0|,31.0|31.0|nan|,0.0|0.0|nan|,0|1|925|,0|0|0|,1821|1|925|,0|0|0|,1363|0|737|,0|0|737|,737|0|0|,1363|0|0|,0|0|0|,0|0|0|,1363|0|0|,304|0|0|,304|0|0|
55,0|1|2|,1059|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,1059|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|1059|0|,0|0|0|,0|1059|0|,0|0|0|,0|1059|0|,0|0|0|,0|0|0|,0|1059|0|,0|0|0|,0|0|0|,0|1059|0|,0|93|0|,93|0|0|
56,0|1|2|,0|966|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|966|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|966|,0|0|0|,2212|0|966|,0|0|0|,1457|0|643|,0|0|643|,643|0|0|,1457|0|0|,0|0|0|,0|0|0|,1457|0|0|,262|0|0|,262|0|0|
57,0|1|2|,1195|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,1195|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|1195|0|,0|0|0|,0|1195|0|,0|0|0|,0|1195|0|,0|0|0|,0|0|0|,0|1195|0|,0|0|0|,0|0|0|,0|1195|0|,0|120|0|,120|0|0|
58,0|1|2|,0|1075|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|1075|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|1075|,0|0|0|,1395|0|1075|,0|0|0|,1169|0|912|,0|0|912|,912|0|0|,1169|0|0|,0|0|0|,0|0|0|,1169|0|0|,249|0|0|,249|0|0|
59,0|1|2|,920|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,920|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|920|0|,0|0|0|,0|920|0|,0|0|0|,0|920|0|,0|0|0|,0|0|0|,0|920|0|,0|0|0|,0|0|0|,0|920|0|,0|100|0|,100|0|0|
60,0|1|2|,0|820|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|820|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|820|,0|0|0|,806|0|820|,0|0|0|,806|0|820|,0|0|820|,820|0|0|,806|0|0|,0|0|0|,0|0|0|,806|0|0|,158|0|0|,158|0|0|
61,0|1|2|,648|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,648|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|648|0|,0|0|0|,0|648|0|,0|0|0|,0|648|0|,0|0|0|,0|0|0|,0|648|0|,0|0|0|,0|0|0|,0|648|0|,0|74|0|,74|0|0|
62,0|1|2|,0|574|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|574|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|574|,0|0|0|,1926|0|574|,0|0|0|,1473|0|454|,0|0|454|,454|0|0|,1473|0|0|,0|0|0|,0|0|0|,1473|0|0|,293|0|0|,293|0|0|
63,0|1|2|,1180|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,1180|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|1180|0|,0|0|0|,0|1180|0|,0|0|0|,0|1180|0|,0|0|0|,0|0|0|,0|1180|0|,0|0|0|,0|0|0|,0|1180|0|,0|127|0|,127|0|0|
64,0|1|2|,0|1053|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|1053|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|1053|,0|0|0|,2672|0|1053|,0|0|0|,1508|0|590|,0|0|590|,590|0|0|,1508|0|0|,0|0|0|,0|0|0|,1508|0|0|,296|0|0|,296|0|0|
65,0|1|2|,1212|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,1212|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|1212|0|,0|0|0|,0|1212|0|,0|0|0|,0|1212|0|,0|0|0|,0|0|0|,0|1212|0|,0|0|0|,0|0|0|,0|1212|0|,0|134|0|,134|0|0|
66,0|1|2|,0|1078|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|1078|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|1078|,0|0|0|,2513|0|1078|,0|0|0|,1476|0|624|,0|0|624|,624|0|0|,1476|0|0|,0|0|0|,0|0|0|,1476|0|0|,293|0|0|,293|0|0|
67,0|1|2|,1183|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,1183|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|1183|0|,0|0|0|,0|1183|0|,0|0|0|,0|1183|0|,0|0|0|,0|0|0|,0|1183|0|,0|0|0|,0|0|0|,0|1183|0|,0|128|0|,128|0|0|
68,0|1|2|,0|1055|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|1055|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|1055|,0|0|0|,1608|0|1055|,0|0|0|,1266|0|835|,0|0|835|,835|0|0|,1266|0|0|,0|0|0|,0|0|0|,1266|0|0|,267|0|0|,267|0|0|
69,0|1|2|,999|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,999|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|999|0|,0|0|0|,0|999|0|,0|0|0|,0|999|0|,0|0|0|,0|0|0|,0|999|0|,0|0|0|,0|0|0|,0|999|0|,0|104|0|,104|0|0|
70,0|1|2|,0|895|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|895|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|895|,0|0|0|,1998|0|895|,0|0|0|,1444|0|657|,0|0|657|,657|0|0|,1444|0|0|,0|0|0|,0|0|0|,1444|0|0|,290|0|0|,290|0|0|
71,0|1|2|,1154|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,1154|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|1154|0|,0|0|0|,0|1154|0|,0|0|0|,0|1154|0|,0|0|0|,0|0|0|,0|1154|0|,0|0|0|,0|0|0|,0|1154|0|,0|122|0|,122|0|0|
72,0|1|2|,0|1032|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|1032|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|1032|,0|0|0|,2838|0|1032|,0|0|0|,1553|0|547|,0|0|547|,547|0|0|,1553|0|0|,0|0|0|,0|0|0|,1553|0|0|,300|0|0|,300|0|0|
73,0|1|2|,1253|0|0|,31.0|nan|nan|,0.0|nan|nan|,31.0|53.0|92.0|,1253|0|0|,31.0|nan|nan|,0.0|nan|nan|,0|1253|0|,0|0|0|,0|1253|0|,0|0|0|,0|1253|0|,0|0|0|,0|0|0|,0|1253|0|,0|0|0|,0|0|0|,0|1253|0|,0|129|0|,129|0|0|
74,0|1|2|,0|1124|0|,nan|31.0|nan|,nan|0.0|nan|,31.0|53.0|92.0|,0|1124|0|,nan|31.0|nan|,nan|0.0|nan|,0|0|1124|,0|0|0|,1756|0|1124|,0|0|0|,1270|0|830|,0|0|830|,830|0|0|,1270|0|0|,0|0|0|,0|0|0|,1270|0|0|,244|0|0|,244|0|0|
