Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|,646|946|93|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,646|946|93|,nan|nan|nan|,nan|nan|nan|,0|646|1039|,0|0|0|,8027|646|1039|,0|0|0|,1551|219|230|,0|0|0|,0|0|0|,1551|219|230|,0|0|0|,0|0|0|,1435|201|208|,18|10|90|,0|0|0|
11,0|1|2|,1417|191|118|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1417|191|118|,nan|nan|nan|,nan|nan|nan|,0|1417|309|,0|0|0|,1812|1417|309|,0|0|0|,736|1037|163|,0|0|0|,0|0|0|,736|1037|163|,0|0|0|,0|0|0|,693|973|153|,19|62|63|,0|0|0|
12,0|1|2|,674|911|90|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,674|911|90|,nan|nan|nan|,nan|nan|nan|,0|674|1001|,0|0|0|,7911|674|1001|,0|0|0|,1549|219|233|,0|0|0|,0|0|0|,1549|219|233|,0|0|0|,0|0|0|,1438|203|220|,34|9|89|,0|0|0|
13,0|1|2|,1404|194|131|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1404|194|131|,nan|nan|nan|,nan|nan|nan|,0|1404|325|,0|0|0|,1748|1404|325|,0|0|0|,706|1019|179|,0|0|0|,0|0|0|,706|1019|179|,0|0|0|,0|0|0|,670|954|167|,13|45|63|,0|0|0|
14,0|1|2|,657|909|104|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,657|909|104|,nan|nan|nan|,nan|nan|nan|,0|657|1013|,0|0|0|,9271|657|1013|,0|0|0|,1613|194|193|,0|0|0|,0|0|0|,1613|194|193|,0|0|0|,0|0|0|,1508|188|175|,29|6|70|,0|0|0|
15,0|1|2|,1479|182|105|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1479|182|105|,nan|nan|nan|,nan|nan|nan|,0|1479|287|,0|0|0|,1898|1479|287|,0|0|0|,655|1078|157|,0|0|0|,0|0|0|,655|1078|157|,0|0|0|,0|0|0|,611|1048|148|,13|51|57|,0|0|0|
16,0|1|2|,598|997|91|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,598|997|91|,nan|nan|nan|,nan|nan|nan|,0|598|1088|,0|0|0|,9590|598|1088|,0|0|0|,1627|156|217|,0|0|0|,0|0|0|,1627|156|217|,0|0|0|,0|0|0|,1506|152|204|,30|9|80|,0|0|0|
17,0|1|2|,1476|143|124|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1476|143|124|,nan|nan|nan|,nan|nan|nan|,0|1476|267|,0|0|0|,2028|1476|267|,0|0|0|,657|1111|140|,0|0|0|,0|0|0|,657|1111|140|,0|0|0|,0|0|0|,616|1065|137|,11|53|63|,0|0|0|
18,0|1|2|,605|1012|74|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,605|1012|74|,nan|nan|nan|,nan|nan|nan|,0|605|1086|,0|0|0|,10481|605|1086|,0|0|0|,1675|135|190|,0|0|0|,0|0|0|,1675|135|190|,0|0|0|,0|0|0|,1542|128|177|,30|2|64|,0|0|0|
19,0|1|2|,1512|126|113|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1512|126|113|,nan|nan|nan|,nan|nan|nan|,0|1512|239|,0|0|0|,1370|1512|239|,0|0|0|,579|1186|145|,0|0|0|,0|0|0|,579|1186|145|,0|0|0|,0|0|0|,555|1134|137|,14|49|62|,0|0|0|
20,0|1|2|,541|1085|75|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,541|1085|75|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
