Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|,143|200|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,143|200|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|143|214|,0|0|0|,1484|143|214|,0|0|0|,318|33|49|,0|0|0|,0|0|0|,318|33|49|,0|0|0|,0|0|0|,299|33|47|,14|1|18|,0|0|0|
11,0|1|2|,285|32|29|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,285|32|29|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|285|61|,0|0|0|,167|285|61|,0|0|0|,112|228|49|,0|0|0|,0|0|0|,112|228|49|,0|0|0|,0|0|0|,112|225|48|,1|11|19|,0|0|0|
12,0|1|2|,111|214|29|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,111|214|29|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|111|243|,0|0|0|,2041|111|243|,0|0|0|,323|34|43|,0|0|0|,0|0|0|,323|34|43|,0|0|0|,0|0|0|,311|32|41|,9|1|14|,0|0|0|
13,0|1|2|,302|31|27|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,302|31|27|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|302|58|,0|0|0|,276|302|58|,0|0|0|,160|206|34|,0|0|0|,0|0|0|,160|206|34|,0|0|0|,0|0|0|,157|198|34|,3|14|17|,0|0|0|
14,0|1|2|,154|184|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,154|184|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|154|201|,0|0|0|,1899|154|201|,0|0|0|,333|25|42|,0|0|0|,0|0|0|,333|25|42|,0|0|0|,0|0|0|,329|25|40|,9|0|22|,0|0|0|
15,0|1|2|,320|25|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,320|25|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|320|43|,0|0|0|,371|320|43|,0|0|0|,137|230|26|,0|0|0|,0|0|0|,137|230|26|,0|0|0|,0|0|0|,132|220|24|,1|10|8|,0|0|0|
16,0|1|2|,131|210|16|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,131|210|16|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|131|226|,0|0|0|,2281|131|226|,0|0|0|,341|29|30|,0|0|0|,0|0|0|,341|29|30|,0|0|0|,0|0|0|,328|29|30|,11|1|7|,0|0|0|
17,0|1|2|,317|28|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,317|28|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|317|51|,0|0|0|,415|317|51|,0|0|0|,117|243|31|,0|0|0|,0|0|0|,117|243|31|,0|0|0|,0|0|0|,114|235|29|,1|14|17|,0|0|0|
18,0|1|2|,113|221|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,113|221|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|113|233|,0|0|0|,2249|113|233|,0|0|0|,323|40|37|,0|0|0|,0|0|0|,323|40|37|,0|0|0|,0|0|0|,308|33|37|,8|3|14|,0|0|0|
19,0|1|2|,300|30|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,300|30|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|300|53|,0|0|0|,228|300|53|,0|0|0|,87|248|41|,0|0|0|,0|0|0|,87|248|41|,0|0|0|,0|0|0|,87|248|41|,0|15|12|,0|0|0|
20,0|1|2|,87|233|29|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,87|233|29|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|87|262|,0|0|0|,2234|87|262|,0|0|0|,324|30|46|,0|0|0|,0|0|0|,324|30|46|,0|0|0|,0|0|0|,315|30|45|,4|3|19|,0|0|0|
21,0|1|2|,311|27|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,311|27|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|311|53|,0|0|0|,291|311|53|,0|0|0|,144|210|32|,0|0|0|,0|0|0|,144|210|32|,0|0|0|,0|0|0|,143|208|32|,5|8|9|,0|0|0|
22,0|1|2|,138|200|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,138|200|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|138|223|,0|0|0|,2019|138|223|,0|0|0|,318|35|47|,0|0|0|,0|0|0|,318|35|47|,0|0|0|,0|0|0|,311|34|45|,6|1|15|,0|0|0|
23,0|1|2|,305|33|30|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,305|33|30|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|305|63|,0|0|0|,353|305|63|,0|0|0|,127|209|42|,0|0|0|,0|0|0|,127|209|42|,0|0|0|,0|0|0|,127|207|42|,8|3|14|,0|0|0|
24,0|1|2|,119|204|28|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,119|204|28|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|119|232|,0|0|0|,2240|119|232|,0|0|0|,328|29|43|,0|0|0|,0|0|0|,328|29|43|,0|0|0|,0|0|0|,321|27|40|,7|1|15|,0|0|0|
25,0|1|2|,314|26|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,314|26|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|314|51|,0|0|0|,202|314|51|,0|0|0|,99|243|33|,0|0|0|,0|0|0|,99|243|33|,0|0|0|,0|0|0|,98|241|33|,1|18|14|,0|0|0|
26,0|1|2|,97|223|19|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,97|223|19|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|97|242|,0|0|0|,1816|97|242|,0|0|0|,329|19|51|,0|0|0|,0|0|0|,329|19|51|,0|0|0|,0|0|0|,323|18|50|,4|0|18|,0|0|0|
27,0|1|2|,319|18|32|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,319|18|32|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|319|50|,0|0|0|,241|319|50|,0|0|0|,141|223|36|,0|0|0|,0|0|0|,141|223|36|,0|0|0|,0|0|0|,139|216|34|,3|9|11|,0|0|0|
28,0|1|2|,136|207|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,136|207|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|136|230|,0|0|0|,1419|136|230|,0|0|0|,308|36|56|,0|0|0|,0|0|0|,308|36|56|,0|0|0|,0|0|0|,304|36|54|,5|1|20|,0|0|0|
29,0|1|2|,299|35|34|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,299|35|34|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|299|69|,0|0|0|,349|299|69|,0|0|0|,157|187|47|,0|0|0|,0|0|0|,157|187|47|,0|0|0|,0|0|0|,156|182|42|,2|4|20|,0|0|0|
30,0|1|2|,154|178|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,154|178|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|154|200|,0|0|0|,1266|154|200|,0|0|0|,305|36|59|,0|0|0|,0|0|0|,305|36|59|,0|0|0|,0|0|0|,302|36|59|,4|2|23|,0|0|0|
31,0|1|2|,298|34|36|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,298|34|36|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|298|70|,0|0|0|,328|298|70|,0|0|0|,185|175|40|,0|0|0|,0|0|0|,185|175|40|,0|0|0|,0|0|0|,182|172|39|,2|9|8|,0|0|0|
32,0|1|2|,180|163|31|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,180|163|31|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|180|194|,0|0|0|,1675|180|194|,0|0|0|,318|40|42|,0|0|0|,0|0|0|,318|40|42|,0|0|0|,0|0|0|,305|40|40|,4|2|15|,0|0|0|
33,0|1|2|,301|38|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,301|38|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|301|63|,0|0|0|,247|301|63|,0|0|0|,126|225|42|,0|0|0|,0|0|0|,126|225|42|,0|0|0|,0|0|0|,126|223|42|,4|7|16|,0|0|0|
34,0|1|2|,122|216|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,122|216|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|122|242|,0|0|0|,2313|122|242|,0|0|0|,335|27|38|,0|0|0|,0|0|0|,335|27|38|,0|0|0|,0|0|0|,329|26|36|,5|1|20|,0|0|0|
35,0|1|2|,324|25|16|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,324|25|16|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|324|41|,0|0|0|,142|324|41|,0|0|0|,93|266|33|,0|0|0|,0|0|0|,93|266|33|,0|0|0|,0|0|0|,93|260|33|,0|16|13|,0|0|0|
36,0|1|2|,93|244|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,93|244|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|93|264|,0|0|0|,2099|93|264|,0|0|0|,341|19|40|,0|0|0|,0|0|0|,341|19|40|,0|0|0|,0|0|0|,325|19|40|,6|1|17|,0|0|0|
37,0|1|2|,319|18|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,319|18|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|319|41|,0|0|0|,273|319|41|,0|0|0|,141|216|35|,0|0|0|,0|0|0|,141|216|35|,0|0|0|,0|0|0|,140|212|35|,0|17|15|,0|0|0|
38,0|1|2|,140|195|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,140|195|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|140|215|,0|0|0|,1777|140|215|,0|0|0|,331|30|38|,0|0|0|,0|0|0|,331|30|38|,0|0|0|,0|0|0|,327|28|37|,5|0|13|,0|0|0|
39,0|1|2|,322|28|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,322|28|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|322|52|,0|0|0|,393|322|52|,0|0|0|,177|190|33|,0|0|0|,0|0|0|,177|190|33|,0|0|0|,0|0|0|,170|177|32|,3|3|12|,0|0|0|
40,0|1|2|,167|174|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,167|174|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|167|194|,0|0|0|,2162|167|194|,0|0|0|,342|29|29|,0|0|0|,0|0|0|,342|29|29|,0|0|0|,0|0|0|,331|29|29|,8|1|13|,0|0|0|
41,0|1|2|,323|28|16|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,323|28|16|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|323|44|,0|0|0|,400|323|44|,0|0|0|,186|193|21|,0|0|0|,0|0|0|,186|193|21|,0|0|0|,0|0|0|,183|183|20|,4|8|5|,0|0|0|
42,0|1|2|,179|175|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,179|175|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|179|190|,0|0|0|,2044|179|190|,0|0|0|,351|22|27|,0|0|0|,0|0|0|,351|22|27|,0|0|0|,0|0|0|,336|20|26|,7|2|9|,0|0|0|
43,0|1|2|,329|18|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,329|18|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|329|35|,0|0|0|,163|329|35|,0|0|0|,88|261|23|,0|0|0|,0|0|0|,88|261|23|,0|0|0|,0|0|0|,88|261|23|,1|12|11|,0|0|0|
44,0|1|2|,87|249|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,87|249|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|87|261|,0|0|0|,2662|87|261|,0|0|0|,348|20|32|,0|0|0|,0|0|0|,348|20|32|,0|0|0|,0|0|0|,341|16|32|,8|0|11|,0|0|0|
45,0|1|2|,333|16|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,333|16|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|333|37|,0|0|0|,115|333|37|,0|0|0|,67|285|27|,0|0|0|,0|0|0|,67|285|27|,0|0|0|,0|0|0|,66|282|27|,0|12|7|,0|0|0|
46,0|1|2|,66|270|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,66|270|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|66|290|,0|0|0|,2595|66|290|,0|0|0|,356|13|32|,0|0|0|,0|0|0|,356|13|32|,0|0|0|,0|0|0|,348|13|32|,7|0|8|,0|0|0|
47,0|1|2|,341|13|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,341|13|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|341|37|,0|0|0|,240|341|37|,0|0|0|,104|270|21|,0|0|0|,0|0|0|,104|270|21|,0|0|0|,0|0|0|,99|255|21|,0|8|10|,0|0|0|
48,0|1|2|,99|247|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,99|247|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|99|258|,0|0|0|,3007|99|258|,0|0|0|,357|21|22|,0|0|0|,0|0|0|,357|21|22|,0|0|0|,0|0|0|,344|21|20|,4|0|5|,0|0|0|
49,0|1|2|,340|21|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,340|21|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|340|36|,0|0|0|,159|340|36|,0|0|0|,84|279|23|,0|0|0|,0|0|0|,84|279|23|,0|0|0|,0|0|0|,83|270|23|,1|15|8|,0|0|0|
50,0|1|2|,82|255|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,82|255|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|82|270|,0|0|0|,2628|82|270|,0|0|0|,357|8|35|,0|0|0|,0|0|0|,357|8|35|,0|0|0|,0|0|0|,349|8|34|,9|0|16|,0|0|0|
51,0|1|2|,340|8|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,340|8|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|340|26|,0|0|0|,127|340|26|,0|0|0|,72|284|22|,0|0|0|,0|0|0|,72|284|22|,0|0|0|,0|0|0|,71|278|22|,1|11|8|,0|0|0|
52,0|1|2|,70|267|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,70|267|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|70|281|,0|0|0|,2432|70|281|,0|0|0|,342|19|39|,0|0|0|,0|0|0|,342|19|39|,0|0|0|,0|0|0|,323|18|38|,16|0|12|,0|0|0|
53,0|1|2|,307|18|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,307|18|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|307|44|,0|0|0|,56|307|44|,0|0|0|,47|280|42|,0|0|0|,0|0|0|,47|280|42|,0|0|0|,0|0|0|,45|277|42|,0|13|16|,0|0|0|
54,0|1|2|,45|264|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,45|264|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|45|290|,0|0|0|,3357|45|290|,0|0|0|,364|6|30|,0|0|0|,0|0|0|,364|6|30|,0|0|0|,0|0|0|,352|6|29|,7|0|15|,0|0|0|
55,0|1|2|,345|6|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,345|6|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|345|20|,0|0|0|,0|345|20|,0|0|0|,0|345|20|,0|0|0|,0|0|0|,0|345|20|,0|0|0|,0|0|0|,0|345|20|,0|16|7|,0|0|0|
56,0|1|2|,0|329|13|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|329|13|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|342|,0|0|0|,3122|0|342|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,357|0|30|,9|0|14|,0|0|0|
57,0|1|2|,348|0|16|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,348|0|16|,31.0|nan|31.0|,0.0|nan|0.0|,0|348|16|,0|0|0|,0|348|16|,0|0|0|,0|348|16|,0|0|0|,0|0|0|,0|348|16|,0|0|0|,0|0|0|,0|348|16|,0|25|8|,0|0|0|
58,0|1|2|,0|323|8|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|323|8|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|331|,0|0|0|,3264|0|331|,0|0|0|,356|0|44|,0|0|0|,0|0|0|,356|0|44|,0|0|0|,0|0|0|,343|0|44|,9|0|16|,0|0|0|
59,0|1|2|,334|0|28|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,334|0|28|,31.0|nan|31.0|,0.0|nan|0.0|,0|334|28|,0|0|0|,0|334|28|,0|0|0|,0|334|28|,0|0|0|,0|0|0|,0|334|28|,0|0|0|,0|0|0|,0|334|28|,0|9|10|,0|0|0|
60,0|1|2|,0|325|18|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|325|18|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|343|,0|0|0|,2902|0|343|,0|0|0|,359|0|41|,0|0|0|,0|0|0|,359|0|41|,0|0|0|,0|0|0|,345|0|40|,7|0|17|,0|0|0|
61,0|1|2|,338|0|23|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,338|0|23|,31.0|nan|31.0|,0.0|nan|0.0|,0|338|23|,0|0|0|,0|338|23|,0|0|0|,0|338|23|,0|0|0|,0|0|0|,0|338|23|,0|0|0|,0|0|0|,0|338|23|,0|17|7|,0|0|0|
62,0|1|2|,0|321|16|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|321|16|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|337|,0|0|0|,2381|0|337|,0|0|0|,351|0|48|,0|0|0|,0|0|0|,351|0|48|,0|0|0|,0|0|0|,342|0|46|,9|0|21|,0|0|0|
63,0|1|2|,333|0|25|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,333|0|25|,31.0|nan|31.0|,0.0|nan|0.0|,0|333|25|,0|0|0|,0|333|25|,0|0|0|,0|333|25|,0|0|0|,0|0|0|,0|333|25|,0|0|0|,0|0|0|,0|333|25|,0|14|11|,0|0|0|
64,0|1|2|,0|319|14|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|319|14|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|333|,0|0|0|,2393|0|333|,0|0|0|,347|0|53|,0|0|0|,0|0|0|,347|0|53|,0|0|0|,0|0|0|,340|0|53|,6|0|26|,0|0|0|
65,0|1|2|,334|0|27|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,334|0|27|,31.0|nan|31.0|,0.0|nan|0.0|,0|334|27|,0|0|0|,0|334|27|,0|0|0|,0|334|27|,0|0|0|,0|0|0|,0|334|27|,0|0|0|,0|0|0|,0|334|27|,0|22|9|,0|0|0|
66,0|1|2|,0|312|18|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|312|18|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|330|,0|0|0|,3535|0|330|,0|0|0|,372|0|28|,0|0|0|,0|0|0|,372|0|28|,0|0|0|,0|0|0|,360|0|27|,7|0|15|,0|0|0|
67,0|1|2|,353|0|12|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,353|0|12|,31.0|nan|31.0|,0.0|nan|0.0|,0|353|12|,0|0|0|,0|353|12|,0|0|0|,0|353|12|,0|0|0|,0|0|0|,0|353|12|,0|0|0|,0|0|0|,0|353|12|,0|24|5|,0|0|0|
68,0|1|2|,0|329|7|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|329|7|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|336|,0|0|0|,3439|0|336|,0|0|0|,371|0|29|,0|0|0|,0|0|0|,371|0|29|,0|0|0|,0|0|0|,368|0|27|,8|0|9|,0|0|0|
69,0|1|2|,360|0|18|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,360|0|18|,31.0|nan|31.0|,0.0|nan|0.0|,0|360|18|,0|0|0|,0|360|18|,0|0|0|,0|360|18|,0|0|0|,0|0|0|,0|360|18|,0|0|0|,0|0|0|,0|360|18|,0|13|7|,0|0|0|
70,0|1|2|,0|347|11|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|347|11|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|358|,0|0|0|,3689|0|358|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,370|0|30|,0|0|0|,0|0|0|,360|0|30|,5|0|9|,0|0|0|
71,0|1|2|,355|0|21|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,355|0|21|,31.0|nan|31.0|,0.0|nan|0.0|,0|355|21|,0|0|0|,0|355|21|,0|0|0|,0|355|21|,0|0|0|,0|0|0|,0|355|21|,0|0|0|,0|0|0|,0|355|21|,0|23|14|,0|0|0|
72,0|1|2|,0|332|7|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|332|7|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|339|,0|0|0|,3781|0|339|,0|0|0|,358|0|42|,0|0|0|,0|0|0|,358|0|42|,0|0|0|,0|0|0|,345|0|41|,8|0|12|,0|0|0|
73,0|1|2|,337|0|29|,31.0|nan|31.0|,0.0|nan|0.0|,31.0|53.0|92.0|,337|0|29|,31.0|nan|31.0|,0.0|nan|0.0|,0|337|29|,0|0|0|,0|337|29|,0|0|0|,0|337|29|,0|0|0|,0|0|0|,0|337|29|,0|0|0|,0|0|0|,0|337|29|,0|20|15|,0|0|0|
74,0|1|2|,0|317|14|,nan|31.0|31.0|,nan|0.0|0.0|,31.0|53.0|92.0|,0|317|14|,nan|31.0|31.0|,nan|0.0|0.0|,0|0|331|,0|0|0|,2538|0|331|,0|0|0|,344|0|56|,0|0|0|,0|0|0|,344|0|56|,0|0|0|,0|0|0|,338|0|55|,9|0|21|,0|0|0|
