Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
37,0|1|2|,124|215|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,124|215|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|124|226|,0|0|0|,2161|124|226|,0|0|0|,333|36|31|,0|0|0|,0|0|0|,333|36|31|,0|0|0|,0|0|0|,317|32|30|,5|1|18|,0|0|0|
38,0|1|2|,312|31|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,312|31|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|312|43|,0|0|0|,225|312|43|,0|0|0|,101|242|23|,0|0|0|,0|0|0|,101|242|23|,0|0|0|,0|0|0|,101|242|23|,1|15|9|,0|0|0|
39,0|1|2|,100|227|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,100|227|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|100|241|,0|0|0|,2450|100|241|,0|0|0|,332|28|40|,0|0|0|,0|0|0|,332|28|40|,0|0|0|,0|0|0|,324|26|40|,6|0|13|,0|0|0|
40,0|1|2|,318|26|27|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,318|26|27|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|318|53|,0|0|0|,197|318|53|,0|0|0|,91|263|35|,0|0|0|,0|0|0|,91|263|35|,0|0|0|,0|0|0|,89|255|34|,1|13|17|,0|0|0|
41,0|1|2|,88|242|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,88|242|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|88|259|,0|0|0|,2277|88|259|,0|0|0|,344|19|37|,0|0|0|,0|0|0|,344|19|37|,0|0|0|,0|0|0|,331|18|37|,3|0|14|,0|0|0|
42,0|1|2|,328|18|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,328|18|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|328|41|,0|0|0|,162|328|41|,0|0|0|,96|252|29|,0|0|0|,0|0|0|,96|252|29|,0|0|0|,0|0|0|,95|248|28|,2|15|13|,0|0|0|
43,0|1|2|,93|233|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,93|233|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|93|248|,0|0|0|,1906|93|248|,0|0|0|,332|22|46|,0|0|0|,0|0|0|,332|22|46|,0|0|0|,0|0|0|,324|22|45|,4|0|19|,0|0|0|
44,0|1|2|,320|22|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,320|22|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|320|48|,0|0|0|,312|320|48|,0|0|0|,184|188|28|,0|0|0|,0|0|0|,184|188|28|,0|0|0|,0|0|0|,182|187|28|,3|9|11|,0|0|0|
45,0|1|2|,179|178|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,179|178|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|179|195|,0|0|0|,1869|179|195|,0|0|0|,317|43|40|,0|0|0|,0|0|0|,317|43|40|,0|0|0|,0|0|0|,314|40|40|,5|4|16|,0|0|0|
46,0|1|2|,309|36|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,309|36|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|309|60|,0|0|0|,481|309|60|,0|0|0|,222|146|32|,0|0|0|,0|0|0|,222|146|32|,0|0|0|,0|0|0|,217|140|30|,3|10|17|,0|0|0|
47,0|1|2|,214|130|13|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,214|130|13|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|214|143|,0|0|0|,1220|214|143|,0|0|0|,296|68|36|,0|0|0|,0|0|0|,296|68|36|,0|0|0|,0|0|0|,290|64|34|,4|1|13|,0|0|0|
48,0|1|2|,286|63|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,286|63|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|286|84|,0|0|0|,682|286|84|,0|0|0|,269|96|35|,0|0|0|,0|0|0|,269|96|35|,0|0|0|,0|0|0|,269|95|33|,7|6|12|,0|0|0|
49,0|1|2|,262|89|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,262|89|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|262|110|,0|0|0|,1216|262|110|,0|0|0|,303|68|29|,0|0|0|,0|0|0|,303|68|29|,0|0|0|,0|0|0|,296|63|28|,9|5|7|,0|0|0|
50,0|1|2|,287|58|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,287|58|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|287|79|,0|0|0|,719|287|79|,0|0|0|,242|127|31|,0|0|0|,0|0|0|,242|127|31|,0|0|0|,0|0|0|,232|121|30|,5|1|18|,0|0|0|
51,0|1|2|,227|120|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,227|120|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|227|132|,0|0|0|,1619|227|132|,0|0|0|,307|63|30|,0|0|0|,0|0|0|,307|63|30|,0|0|0|,0|0|0|,293|60|30|,4|4|12|,0|0|0|
52,0|1|2|,289|56|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,289|56|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|289|74|,0|0|0|,779|289|74|,0|0|0|,250|127|23|,0|0|0|,0|0|0|,250|127|23|,0|0|0|,0|0|0|,235|117|20|,9|3|9|,0|0|0|
53,0|1|2|,226|114|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,226|114|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|226|125|,0|0|0|,1107|226|125|,0|0|0|,278|89|33|,0|0|0|,0|0|0|,278|89|33|,0|0|0|,0|0|0|,268|81|30|,8|2|11|,0|0|0|
54,0|1|2|,260|79|19|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,260|79|19|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|260|98|,0|0|0|,885|260|98|,0|0|0|,282|96|22|,0|0|0|,0|0|0|,282|96|22|,0|0|0|,0|0|0|,280|94|21|,5|2|6|,0|0|0|
55,0|1|2|,275|92|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,275|92|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|275|107|,0|0|0|,1060|275|107|,0|0|0|,282|90|28|,0|0|0|,0|0|0|,282|90|28|,0|0|0|,0|0|0|,269|86|28|,5|4|17|,0|0|0|
56,0|1|2|,264|82|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,264|82|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|264|93|,0|0|0|,584|264|93|,0|0|0|,232|126|42|,0|0|0|,0|0|0|,232|126|42|,0|0|0|,0|0|0|,225|122|39|,6|3|16|,0|0|0|
57,0|1|2|,219|119|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,219|119|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|219|142|,0|0|0|,1394|219|142|,0|0|0|,299|68|33|,0|0|0|,0|0|0|,299|68|33|,0|0|0|,0|0|0|,282|63|30|,9|1|18|,0|0|0|
58,0|1|2|,273|62|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,273|62|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|273|74|,0|0|0|,779|273|74|,0|0|0|,240|136|24|,0|0|0|,0|0|0|,240|136|24|,0|0|0|,0|0|0|,234|132|24|,5|7|10|,0|0|0|
59,0|1|2|,229|125|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,229|125|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|229|139|,0|0|0|,1359|229|139|,0|0|0|,314|54|32|,0|0|0|,0|0|0|,314|54|32|,0|0|0|,0|0|0|,303|53|32|,2|3|16|,0|0|0|
60,0|1|2|,301|50|16|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,301|50|16|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|301|66|,0|0|0|,639|301|66|,0|0|0|,225|143|32|,0|0|0|,0|0|0|,225|143|32|,0|0|0|,0|0|0|,217|136|28|,4|5|7|,0|0|0|
61,0|1|2|,213|131|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,213|131|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|213|152|,0|0|0|,1080|213|152|,0|0|0|,289|65|46|,0|0|0|,0|0|0|,289|65|46|,0|0|0|,0|0|0|,280|63|45|,5|2|20|,0|0|0|
62,0|1|2|,275|61|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,275|61|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|275|86|,0|0|0|,558|275|86|,0|0|0|,217|144|39|,0|0|0|,0|0|0|,217|144|39|,0|0|0|,0|0|0|,211|135|36|,3|7|13|,0|0|0|
63,0|1|2|,208|128|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,208|128|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|208|151|,0|0|0|,1263|208|151|,0|0|0|,305|58|37|,0|0|0|,0|0|0|,305|58|37|,0|0|0|,0|0|0|,296|57|37|,3|7|16|,0|0|0|
64,0|1|2|,293|50|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,293|50|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|293|71|,0|0|0|,579|293|71|,0|0|0|,193|177|30|,0|0|0|,0|0|0|,193|177|30|,0|0|0|,0|0|0|,189|164|30|,2|8|16|,0|0|0|
65,0|1|2|,187|156|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,187|156|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|187|170|,0|0|0|,1306|187|170|,0|0|0|,248|92|45|,0|0|0|,0|0|0|,248|92|45|,0|0|0|,0|0|0|,246|88|45|,7|2|15|,0|0|0|
66,0|1|2|,239|86|30|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,239|86|30|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|239|116|,0|0|0|,1254|239|116|,0|0|0|,219|141|28|,0|0|0|,0|0|0|,219|141|28|,0|0|0|,0|0|0|,218|134|28|,6|6|10|,0|0|0|
67,0|1|2|,212|128|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,212|128|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|212|146|,0|0|0|,1681|212|146|,0|0|0|,241|114|27|,0|0|0|,0|0|0|,241|114|27|,0|0|0|,0|0|0|,241|109|27|,5|7|7|,0|0|0|
68,0|1|2|,236|102|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,236|102|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|236|122|,0|0|0|,877|236|122|,0|0|0|,217|136|37|,0|0|0|,0|0|0|,217|136|37|,0|0|0|,0|0|0|,212|129|37|,6|6|14|,0|0|0|
69,0|1|2|,206|123|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,206|123|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|206|146|,0|0|0|,1074|206|146|,0|0|0|,242|119|39|,0|0|0|,0|0|0|,242|119|39|,0|0|0|,0|0|0|,236|113|38|,0|7|10|,0|0|0|
70,0|1|2|,236|106|28|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,236|106|28|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|236|134|,0|0|0|,771|236|134|,0|0|0|,243|118|39|,0|0|0|,0|0|0|,243|118|39|,0|0|0|,0|0|0|,241|115|39|,8|6|13|,0|0|0|
71,0|1|2|,233|109|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,233|109|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|233|135|,0|0|0|,867|233|135|,0|0|0|,252|105|43|,0|0|0|,0|0|0|,252|105|43|,0|0|0|,0|0|0|,248|99|39|,5|6|17|,0|0|0|
72,0|1|2|,243|93|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,243|93|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|243|115|,0|0|0|,998|243|115|,0|0|0|,226|130|44|,0|0|0|,0|0|0|,226|130|44|,0|0|0|,0|0|0|,219|120|40|,2|1|17|,0|0|0|
73,0|1|2|,217|119|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,217|119|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|217|142|,0|0|0|,508|217|142|,0|0|0|,230|123|47|,0|0|0|,0|0|0|,230|123|47|,0|0|0|,0|0|0|,215|120|45|,4|8|21|,0|0|0|
74,0|1|2|,211|112|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,211|112|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|211|136|,0|0|0|,1121|211|136|,0|0|0|,263|87|50|,0|0|0|,0|0|0|,263|87|50|,0|0|0|,0|0|0|,258|81|48|,4|2|22|,0|0|0|
