Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
22,0|1|2|,159|190|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,159|190|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|159|208|,0|0|0|,1714|159|208|,0|0|0|,252|106|42|,0|0|0|,0|0|0|,252|106|42|,0|0|0|,0|0|0|,241|96|39|,4|4|17|,0|0|0|
23,0|1|2|,237|92|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,237|92|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|237|114|,0|0|0|,957|237|114|,0|0|0|,181|166|31|,0|0|0|,0|0|0|,181|166|31|,0|0|0|,0|0|0|,181|164|31|,4|6|9|,0|0|0|
24,0|1|2|,177|158|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,177|158|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|177|180|,0|0|0|,1458|177|180|,0|0|0|,247|119|34|,0|0|0|,0|0|0|,247|119|34|,0|0|0|,0|0|0|,240|112|33|,2|7|13|,0|0|0|
25,0|1|2|,238|105|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,238|105|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|238|125|,0|0|0|,903|238|125|,0|0|0|,158|179|40|,0|0|0|,0|0|0|,158|179|40|,0|0|0|,0|0|0|,158|174|40|,3|13|17|,0|0|0|
26,0|1|2|,155|161|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,155|161|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|155|184|,0|0|0|,1289|155|184|,0|0|0|,261|98|41|,0|0|0|,0|0|0|,261|98|41|,0|0|0|,0|0|0|,248|94|39|,8|3|15|,0|0|0|
27,0|1|2|,240|91|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,240|91|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|240|115|,0|0|0|,949|240|115|,0|0|0|,205|145|36|,0|0|0|,0|0|0|,205|145|36|,0|0|0|,0|0|0|,196|141|35|,4|6|13|,0|0|0|
28,0|1|2|,192|135|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,192|135|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|192|157|,0|0|0|,1063|192|157|,0|0|0|,180|139|45|,0|0|0|,0|0|0|,180|139|45|,0|0|0|,0|0|0|,175|129|41|,2|7|19|,0|0|0|
29,0|1|2|,173|122|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,173|122|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|173|144|,0|0|0|,1313|173|144|,0|0|0|,224|137|39|,0|0|0|,0|0|0|,224|137|39|,0|0|0|,0|0|0|,221|127|36|,2|5|15|,0|0|0|
30,0|1|2|,219|122|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,219|122|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|219|143|,0|0|0|,1223|219|143|,0|0|0|,222|142|36|,0|0|0|,0|0|0|,222|142|36|,0|0|0|,0|0|0|,222|134|35|,2|5|11|,0|0|0|
31,0|1|2|,220|129|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,220|129|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|220|153|,0|0|0|,1143|220|153|,0|0|0|,231|124|45|,0|0|0|,0|0|0|,231|124|45|,0|0|0|,0|0|0|,228|117|44|,4|2|15|,0|0|0|
32,0|1|2|,224|115|29|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,224|115|29|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|224|144|,0|0|0|,1300|224|144|,0|0|0|,271|100|29|,0|0|0|,0|0|0|,271|100|29|,0|0|0|,0|0|0|,262|99|29|,8|7|14|,0|0|0|
33,0|1|2|,254|92|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,254|92|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|254|107|,0|0|0|,1047|254|107|,0|0|0|,210|145|30|,0|0|0|,0|0|0|,210|145|30|,0|0|0|,0|0|0|,204|137|30|,7|9|15|,0|0|0|
34,0|1|2|,197|128|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,197|128|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|197|143|,0|0|0|,1475|197|143|,0|0|0|,280|85|35|,0|0|0|,0|0|0|,280|85|35|,0|0|0|,0|0|0|,275|78|33|,3|6|13|,0|0|0|
35,0|1|2|,272|72|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,272|72|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|272|92|,0|0|0|,699|272|92|,0|0|0|,223|141|36|,0|0|0|,0|0|0|,223|141|36|,0|0|0|,0|0|0|,215|131|34|,7|6|10|,0|0|0|
36,0|1|2|,208|125|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,208|125|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|208|149|,0|0|0|,1139|208|149|,0|0|0|,259|89|45|,0|0|0|,0|0|0|,259|89|45|,0|0|0|,0|0|0|,254|77|44|,6|4|20|,0|0|0|
37,0|1|2|,248|73|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,248|73|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|248|97|,0|0|0|,709|248|97|,0|0|0|,171|175|37|,0|0|0|,0|0|0|,171|175|37|,0|0|0|,0|0|0|,169|169|36|,0|9|11|,0|0|0|
38,0|1|2|,169|160|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,169|160|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|169|185|,0|0|0|,1726|169|185|,0|0|0|,246|94|46|,0|0|0|,0|0|0|,246|94|46|,0|0|0|,0|0|0|,246|90|45|,9|3|19|,0|0|0|
39,0|1|2|,237|87|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,237|87|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|237|113|,0|0|0|,835|237|113|,0|0|0|,183|168|38|,0|0|0|,0|0|0|,183|168|38|,0|0|0|,0|0|0|,182|165|37|,8|9|14|,0|0|0|
40,0|1|2|,174|156|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,174|156|23|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|174|179|,0|0|0|,1629|174|179|,0|0|0|,248|99|35|,0|0|0|,0|0|0|,248|99|35|,0|0|0|,0|0|0|,246|97|35|,2|2|10|,0|0|0|
41,0|1|2|,244|95|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,244|95|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|244|120|,0|0|0|,703|244|120|,0|0|0|,163|182|46|,0|0|0|,0|0|0|,163|182|46|,0|0|0|,0|0|0|,160|176|45|,4|6|19|,0|0|0|
42,0|1|2|,156|170|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,156|170|26|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|156|196|,0|0|0|,1784|156|196|,0|0|0|,281|82|37|,0|0|0|,0|0|0|,281|82|37|,0|0|0|,0|0|0|,266|64|35|,6|1|14|,0|0|0|
43,0|1|2|,260|63|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,260|63|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|260|84|,0|0|0|,580|260|84|,0|0|0|,209|151|40|,0|0|0|,0|0|0|,209|151|40|,0|0|0|,0|0|0|,204|143|40|,7|7|19|,0|0|0|
44,0|1|2|,197|136|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,197|136|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|197|157|,0|0|0|,1428|197|157|,0|0|0|,308|54|38|,0|0|0|,0|0|0|,308|54|38|,0|0|0|,0|0|0|,301|54|38|,6|3|21|,0|0|0|
45,0|1|2|,295|51|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,295|51|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|295|68|,0|0|0|,461|295|68|,0|0|0|,233|139|28|,0|0|0|,0|0|0|,233|139|28|,0|0|0|,0|0|0|,227|134|26|,7|4|9|,0|0|0|
46,0|1|2|,220|130|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,220|130|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|220|147|,0|0|0|,1122|220|147|,0|0|0|,299|60|41|,0|0|0|,0|0|0|,299|60|41|,0|0|0|,0|0|0|,288|58|41|,3|3|17|,0|0|0|
47,0|1|2|,285|55|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,285|55|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|285|79|,0|0|0|,604|285|79|,0|0|0|,190|164|39|,0|0|0|,0|0|0|,190|164|39|,0|0|0|,0|0|0|,178|146|34|,4|5|13|,0|0|0|
48,0|1|2|,174|141|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,174|141|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|174|162|,0|0|0|,1462|174|162|,0|0|0|,330|41|29|,0|0|0|,0|0|0|,330|41|29|,0|0|0|,0|0|0|,322|40|28|,9|1|11|,0|0|0|
49,0|1|2|,313|39|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,313|39|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|313|56|,0|0|0|,570|313|56|,0|0|0|,224|149|27|,0|0|0|,0|0|0|,224|149|27|,0|0|0|,0|0|0|,220|146|26|,4|7|11|,0|0|0|
50,0|1|2|,216|139|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,216|139|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|216|154|,0|0|0|,1375|216|154|,0|0|0|,298|66|36|,0|0|0|,0|0|0|,298|66|36|,0|0|0|,0|0|0|,286|65|34|,7|2|13|,0|0|0|
51,0|1|2|,279|63|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,279|63|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|279|84|,0|0|0|,677|279|84|,0|0|0|,216|132|35|,0|0|0|,0|0|0|,216|132|35|,0|0|0|,0|0|0|,215|130|35|,7|8|13|,0|0|0|
52,0|1|2|,208|122|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,208|122|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|208|144|,0|0|0|,1551|208|144|,0|0|0|,318|59|23|,0|0|0|,0|0|0|,318|59|23|,0|0|0|,0|0|0|,309|58|23|,5|1|8|,0|0|0|
53,0|1|2|,304|57|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,304|57|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|304|72|,0|0|0|,555|304|72|,0|0|0|,184|172|34|,0|0|0|,0|0|0|,184|172|34|,0|0|0|,0|0|0|,181|164|33|,2|13|19|,0|0|0|
54,0|1|2|,179|151|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,179|151|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|179|165|,0|0|0|,1803|179|165|,0|0|0|,316|55|29|,0|0|0|,0|0|0|,316|55|29|,0|0|0|,0|0|0|,312|55|28|,4|5|14|,0|0|0|
55,0|1|2|,308|50|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,308|50|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|308|64|,0|0|0|,484|308|64|,0|0|0|,207|164|29|,0|0|0|,0|0|0|,207|164|29|,0|0|0|,0|0|0|,198|160|29|,5|12|8|,0|0|0|
56,0|1|2|,193|148|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,193|148|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|193|169|,0|0|0|,1735|193|169|,0|0|0|,308|62|30|,0|0|0|,0|0|0|,308|62|30|,0|0|0|,0|0|0|,304|58|28|,14|3|8|,0|0|0|
57,0|1|2|,290|55|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,290|55|20|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|290|75|,0|0|0|,965|290|75|,0|0|0|,224|148|21|,0|0|0|,0|0|0|,224|148|21|,0|0|0|,0|0|0|,221|137|21|,8|2|6|,0|0|0|
58,0|1|2|,213|135|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,213|135|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|213|150|,0|0|0|,1731|213|150|,0|0|0|,263|113|24|,0|0|0|,0|0|0|,263|113|24|,0|0|0|,0|0|0|,256|102|23|,7|6|12|,0|0|0|
59,0|1|2|,249|96|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,249|96|11|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|249|107|,0|0|0|,883|249|107|,0|0|0|,217|146|27|,0|0|0|,0|0|0|,217|146|27|,0|0|0|,0|0|0|,215|131|27|,6|2|13|,0|0|0|
60,0|1|2|,209|129|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,209|129|14|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|209|143|,0|0|0|,1499|209|143|,0|0|0|,274|93|33|,0|0|0|,0|0|0|,274|93|33|,0|0|0|,0|0|0|,268|90|33|,7|7|14|,0|0|0|
61,0|1|2|,261|83|19|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,261|83|19|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|261|102|,0|0|0|,723|261|102|,0|0|0|,237|129|34|,0|0|0|,0|0|0|,237|129|34|,0|0|0|,0|0|0|,230|126|34|,1|5|13|,0|0|0|
62,0|1|2|,229|121|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,229|121|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|229|142|,0|0|0|,1433|229|142|,0|0|0|,304|71|25|,0|0|0|,0|0|0|,304|71|25|,0|0|0|,0|0|0|,297|69|25|,10|2|15|,0|0|0|
63,0|1|2|,287|67|10|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,287|67|10|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|287|77|,0|0|0|,630|287|77|,0|0|0|,201|151|31|,0|0|0|,0|0|0|,201|151|31|,0|0|0|,0|0|0|,195|145|31|,7|13|13|,0|0|0|
64,0|1|2|,188|132|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,188|132|18|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|188|150|,0|0|0|,1510|188|150|,0|0|0|,320|47|33|,0|0|0|,0|0|0|,320|47|33|,0|0|0|,0|0|0|,314|43|33|,5|4|12|,0|0|0|
65,0|1|2|,309|39|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,309|39|21|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|309|60|,0|0|0|,390|309|60|,0|0|0|,165|190|34|,0|0|0|,0|0|0|,165|190|34|,0|0|0|,0|0|0|,165|187|33|,2|10|11|,0|0|0|
66,0|1|2|,163|177|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,163|177|22|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|163|199|,0|0|0|,2114|163|199|,0|0|0|,338|31|31|,0|0|0|,0|0|0|,338|31|31|,0|0|0|,0|0|0|,328|31|30|,9|1|15|,0|0|0|
67,0|1|2|,319|30|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,319|30|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|319|45|,0|0|0|,380|319|45|,0|0|0|,167|205|28|,0|0|0|,0|0|0|,167|205|28|,0|0|0|,0|0|0|,163|198|27|,3|8|12|,0|0|0|
68,0|1|2|,160|190|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,160|190|15|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|160|205|,0|0|0|,1951|160|205|,0|0|0|,331|34|34|,0|0|0|,0|0|0|,331|34|34|,0|0|0|,0|0|0|,318|29|33|,8|2|14|,0|0|0|
69,0|1|2|,310|27|19|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,310|27|19|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|310|46|,0|0|0|,488|310|46|,0|0|0|,215|162|23|,0|0|0|,0|0|0|,215|162|23|,0|0|0|,0|0|0|,209|148|23|,6|7|11|,0|0|0|
70,0|1|2|,203|141|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,203|141|12|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|203|153|,0|0|0|,1220|203|153|,0|0|0|,298|64|38|,0|0|0|,0|0|0|,298|64|38|,0|0|0|,0|0|0|,292|64|38|,6|4|13|,0|0|0|
71,0|1|2|,286|60|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,286|60|25|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|286|85|,0|0|0|,554|286|85|,0|0|0|,221|142|37|,0|0|0|,0|0|0|,221|142|37|,0|0|0|,0|0|0|,219|133|34|,8|9|17|,0|0|0|
72,0|1|2|,211|124|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,211|124|17|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|211|141|,0|0|0|,1222|211|141|,0|0|0|,303|55|42|,0|0|0|,0|0|0|,303|55|42|,0|0|0|,0|0|0|,302|52|41|,6|4|13|,0|0|0|
73,0|1|2|,296|48|28|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,296|48|28|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|296|76|,0|0|0|,617|296|76|,0|0|0|,229|135|36|,0|0|0|,0|0|0|,229|135|36|,0|0|0|,0|0|0|,224|134|36|,2|8|12|,0|0|0|
74,0|1|2|,222|126|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,31.0|53.0|92.0|,222|126|24|,31.0|31.0|31.0|,0.0|0.0|0.0|,0|222|150|,0|0|0|,1379|222|150|,0|0|0|,326|42|32|,0|0|0|,0|0|0|,326|42|32|,0|0|0|,0|0|0|,317|40|31|,9|7|18|,0|0|0|
