Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
40,0|1|2|,89|243|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,89|243|13|,nan|nan|nan|,nan|nan|nan|,0|89|256|,0|0|0|,2168|89|256|,0|0|0|,269|89|32|,0|0|0|,0|0|0|,269|89|32|,0|0|0|,0|0|0|,267|89|32|,6|1|15|,0|0|0|
41,0|1|2|,261|88|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,261|88|17|,nan|nan|nan|,nan|nan|nan|,0|261|105|,0|0|0|,1165|261|105|,0|0|0|,92|261|22|,0|0|0|,0|0|0|,92|261|22|,0|0|0|,0|0|0|,92|261|22|,0|12|6|,0|0|0|
42,0|1|2|,92|249|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,92|249|16|,nan|nan|nan|,nan|nan|nan|,0|92|265|,0|0|0|,1911|92|265|,0|0|0|,255|92|46|,0|0|0|,0|0|0|,255|92|46|,0|0|0|,0|0|0|,248|88|44|,5|4|13|,0|0|0|
43,0|1|2|,243|84|31|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,243|84|31|,nan|nan|nan|,nan|nan|nan|,0|243|115|,0|0|0|,884|243|115|,0|0|0|,88|243|35|,0|0|0|,0|0|0|,88|243|35|,0|0|0|,0|0|0|,88|243|35|,1|8|11|,0|0|0|
44,0|1|2|,87|235|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,87|235|24|,nan|nan|nan|,nan|nan|nan|,0|87|259|,0|0|0|,2854|87|259|,0|0|0|,275|87|30|,0|0|0|,0|0|0|,275|87|30|,0|0|0|,0|0|0|,273|87|30|,4|5|11|,0|0|0|
45,0|1|2|,269|82|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,269|82|19|,nan|nan|nan|,nan|nan|nan|,0|269|101|,0|0|0|,579|269|101|,0|0|0|,85|269|31|,0|0|0|,0|0|0|,85|269|31|,0|0|0|,0|0|0|,85|269|31|,2|14|10|,0|0|0|
46,0|1|2|,83|255|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,83|255|21|,nan|nan|nan|,nan|nan|nan|,0|83|276|,0|0|0|,2390|83|276|,0|0|0|,273|83|34|,0|0|0|,0|0|0|,273|83|34|,0|0|0|,0|0|0|,268|83|34|,6|3|12|,0|0|0|
47,0|1|2|,262|80|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,262|80|22|,nan|nan|nan|,nan|nan|nan|,0|262|102|,0|0|0|,801|262|102|,0|0|0|,94|262|25|,0|0|0|,0|0|0|,94|262|25|,0|0|0|,0|0|0|,92|262|25|,0|12|12|,0|0|0|
48,0|1|2|,92|250|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,92|250|13|,nan|nan|nan|,nan|nan|nan|,0|92|263|,0|0|0|,2608|92|263|,0|0|0|,273|92|32|,0|0|0|,0|0|0|,273|92|32|,0|0|0|,0|0|0|,271|92|31|,1|5|11|,0|0|0|
49,0|1|2|,270|87|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,270|87|20|,nan|nan|nan|,nan|nan|nan|,0|270|107|,0|0|0|,822|270|107|,0|0|0|,89|270|24|,0|0|0|,0|0|0|,89|270|24|,0|0|0|,0|0|0|,89|268|24|,2|10|9|,0|0|0|
50,0|1|2|,87|258|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,87|258|15|,nan|nan|nan|,nan|nan|nan|,0|87|273|,0|0|0|,2618|87|273|,0|0|0|,267|87|35|,0|0|0|,0|0|0|,267|87|35|,0|0|0|,0|0|0|,267|87|35|,5|3|18|,0|0|0|
51,0|1|2|,262|84|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,262|84|17|,nan|nan|nan|,nan|nan|nan|,0|262|101|,0|0|0|,822|262|101|,0|0|0|,89|262|23|,0|0|0|,0|0|0|,89|262|23|,0|0|0|,0|0|0|,89|262|23|,2|17|10|,0|0|0|
52,0|1|2|,87|245|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,87|245|13|,nan|nan|nan|,nan|nan|nan|,0|87|258|,0|0|0|,3082|87|258|,0|0|0|,280|87|22|,0|0|0|,0|0|0|,280|87|22|,0|0|0|,0|0|0|,277|87|20|,7|5|8|,0|0|0|
53,0|1|2|,270|82|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,270|82|12|,nan|nan|nan|,nan|nan|nan|,0|270|94|,0|0|0|,633|270|94|,0|0|0|,86|270|24|,0|0|0|,0|0|0|,86|270|24|,0|0|0|,0|0|0|,86|268|24|,2|17|5|,0|0|0|
54,0|1|2|,84|251|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,84|251|19|,nan|nan|nan|,nan|nan|nan|,0|84|270|,0|0|0|,2908|84|270|,0|0|0|,281|84|24|,0|0|0|,0|0|0|,281|84|24|,0|0|0|,0|0|0|,276|84|24|,6|5|9|,0|0|0|
55,0|1|2|,270|79|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,270|79|15|,nan|nan|nan|,nan|nan|nan|,0|270|94|,0|0|0|,1077|270|94|,0|0|0|,93|270|20|,0|0|0|,0|0|0|,93|270|20|,0|0|0|,0|0|0|,93|270|20|,2|10|6|,0|0|0|
56,0|1|2|,91|260|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,91|260|14|,nan|nan|nan|,nan|nan|nan|,0|91|274|,0|0|0|,2675|91|274|,0|0|0|,277|91|24|,0|0|0|,0|0|0|,277|91|24|,0|0|0|,0|0|0|,275|91|23|,8|5|9|,0|0|0|
57,0|1|2|,267|86|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,267|86|14|,nan|nan|nan|,nan|nan|nan|,0|267|100|,0|0|0|,829|267|100|,0|0|0|,91|267|17|,0|0|0|,0|0|0|,91|267|17|,0|0|0|,0|0|0|,91|267|17|,2|12|10|,0|0|0|
58,0|1|2|,89|255|7|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,89|255|7|,nan|nan|nan|,nan|nan|nan|,0|89|262|,0|0|0|,2777|89|262|,0|0|0|,279|89|22|,0|0|0|,0|0|0|,279|89|22|,0|0|0|,0|0|0|,277|89|22|,6|4|11|,0|0|0|
59,0|1|2|,271|85|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,271|85|11|,nan|nan|nan|,nan|nan|nan|,0|271|96|,0|0|0|,786|271|96|,0|0|0|,95|271|14|,0|0|0|,0|0|0|,95|271|14|,0|0|0|,0|0|0|,95|271|14|,3|12|5|,0|0|0|
60,0|1|2|,92|259|9|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,92|259|9|,nan|nan|nan|,nan|nan|nan|,0|92|268|,0|0|0|,2438|92|268|,0|0|0|,264|92|38|,0|0|0|,0|0|0|,264|92|38|,0|0|0|,0|0|0|,263|91|38|,3|3|21|,0|0|0|
61,0|1|2|,260|88|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,260|88|17|,nan|nan|nan|,nan|nan|nan|,0|260|105|,0|0|0|,909|260|105|,0|0|0|,91|260|21|,0|0|0|,0|0|0|,91|260|21|,0|0|0|,0|0|0|,91|260|21|,1|15|9|,0|0|0|
62,0|1|2|,90|245|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,90|245|12|,nan|nan|nan|,nan|nan|nan|,0|90|257|,0|0|0|,2777|90|257|,0|0|0|,278|90|25|,0|0|0|,0|0|0|,278|90|25|,0|0|0|,0|0|0|,275|90|25|,5|5|15|,0|0|0|
63,0|1|2|,270|85|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,270|85|10|,nan|nan|nan|,nan|nan|nan|,0|270|95|,0|0|0|,958|270|95|,0|0|0|,93|270|15|,0|0|0|,0|0|0|,93|270|15|,0|0|0|,0|0|0|,93|270|15|,3|11|4|,0|0|0|
64,0|1|2|,90|259|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,90|259|11|,nan|nan|nan|,nan|nan|nan|,0|90|270|,0|0|0|,2637|90|270|,0|0|0|,272|90|30|,0|0|0|,0|0|0|,272|90|30|,0|0|0|,0|0|0|,272|90|30|,5|2|12|,0|0|0|
65,0|1|2|,267|88|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,267|88|18|,nan|nan|nan|,nan|nan|nan|,0|267|106|,0|0|0|,955|267|106|,0|0|0|,94|267|17|,0|0|0|,0|0|0|,94|267|17|,0|0|0|,0|0|0|,94|267|17|,2|12|7|,0|0|0|
66,0|1|2|,92|255|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,92|255|10|,nan|nan|nan|,nan|nan|nan|,0|92|265|,0|0|0|,3125|92|265|,0|0|0|,278|92|26|,0|0|0|,0|0|0|,278|92|26|,0|0|0|,0|0|0|,277|92|26|,5|8|14|,0|0|0|
67,0|1|2|,272|84|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,272|84|12|,nan|nan|nan|,nan|nan|nan|,0|272|96|,0|0|0|,554|272|96|,0|0|0|,87|272|23|,0|0|0|,0|0|0|,87|272|23|,0|0|0|,0|0|0|,87|272|23|,0|12|6|,0|0|0|
68,0|1|2|,87|260|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,87|260|17|,nan|nan|nan|,nan|nan|nan|,0|87|277|,0|0|0|,2491|87|277|,0|0|0|,269|87|38|,0|0|0|,0|0|0|,269|87|38|,0|0|0|,0|0|0|,269|87|37|,7|1|14|,0|0|0|
69,0|1|2|,262|86|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,262|86|23|,nan|nan|nan|,nan|nan|nan|,0|262|109|,0|0|0|,1068|262|109|,0|0|0|,87|262|31|,0|0|0|,0|0|0|,87|262|31|,0|0|0|,0|0|0|,85|262|31|,0|10|16|,0|0|0|
70,0|1|2|,85|252|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,85|252|15|,nan|nan|nan|,nan|nan|nan|,0|85|267|,0|0|0|,2166|85|267|,0|0|0|,269|85|38|,0|0|0|,0|0|0|,269|85|38|,0|0|0|,0|0|0|,263|85|34|,7|5|15|,0|0|0|
71,0|1|2|,256|80|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,256|80|19|,nan|nan|nan|,nan|nan|nan|,0|256|99|,0|0|0|,1039|256|99|,0|0|0|,92|256|19|,0|0|0|,0|0|0|,92|256|19|,0|0|0|,0|0|0|,92|256|19|,1|13|4|,0|0|0|
72,0|1|2|,91|243|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,91|243|15|,nan|nan|nan|,nan|nan|nan|,0|91|258|,0|0|0|,2575|91|258|,0|0|0|,285|91|21|,0|0|0|,0|0|0|,285|91|21|,0|0|0|,0|0|0|,282|91|20|,4|4|11|,0|0|0|
73,0|1|2|,278|87|9|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,278|87|9|,nan|nan|nan|,nan|nan|nan|,0|278|96|,0|0|0|,933|278|96|,0|0|0|,93|278|11|,0|0|0|,0|0|0|,93|278|11|,0|0|0|,0|0|0|,93|278|11|,2|14|5|,0|0|0|
74,0|1|2|,91|264|6|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,91|264|6|,nan|nan|nan|,nan|nan|nan|,0|91|270|,0|0|0|,2986|91|270|,0|0|0|,273|91|28|,0|0|0|,0|0|0|,273|91|28|,0|0|0|,0|0|0|,269|91|28|,2|5|15|,0|0|0|
75,0|1|2|,267|86|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,267|86|13|,nan|nan|nan|,nan|nan|nan|,0|267|99|,0|0|0|,1137|267|99|,0|0|0|,94|267|16|,0|0|0|,0|0|0|,94|267|16|,0|0|0|,0|0|0|,94|267|16|,4|11|10|,0|0|0|
76,0|1|2|,90|256|6|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,90|256|6|,nan|nan|nan|,nan|nan|nan|,0|90|262|,0|0|0|,2690|90|262|,0|0|0|,278|90|23|,0|0|0|,0|0|0|,278|90|23|,0|0|0|,0|0|0|,269|90|22|,2|3|6|,0|0|0|
77,0|1|2|,267|87|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,267|87|16|,nan|nan|nan|,nan|nan|nan|,0|267|103|,0|0|0|,581|267|103|,0|0|0|,89|267|23|,0|0|0|,0|0|0|,89|267|23|,0|0|0|,0|0|0|,89|267|23|,2|16|7|,0|0|0|
78,0|1|2|,87|251|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,87|251|16|,nan|nan|nan|,nan|nan|nan|,0|87|267|,0|0|0|,2118|87|267|,0|0|0|,265|87|38|,0|0|0|,0|0|0|,265|87|38|,0|0|0|,0|0|0|,262|87|38|,4|3|11|,0|0|0|
79,0|1|2|,258|84|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,258|84|27|,nan|nan|nan|,nan|nan|nan|,0|258|111|,0|0|0|,1317|258|111|,0|0|0|,91|258|29|,0|0|0|,0|0|0|,91|258|29|,0|0|0|,0|0|0|,91|258|29|,2|10|13|,0|0|0|
