Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|,898|759|115|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,898|759|115|,nan|nan|nan|,nan|nan|nan|,0|898|874|,0|0|0|,7270|898|874|,0|0|0|,1597|227|175|,0|0|0|,0|0|0|,1597|227|175|,0|0|0|,0|0|0|,1528|221|170|,30|11|69|,0|0|0|
11,0|1|2|,1498|210|101|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1498|210|101|,nan|nan|nan|,nan|nan|nan|,0|1498|311|,0|0|0|,2192|1498|311|,0|0|0|,951|876|157|,0|0|0|,0|0|0|,951|876|157|,0|0|0|,0|0|0|,916|850|149|,21|38|65|,0|0|0|
12,0|1|2|,895|812|84|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,895|812|84|,nan|nan|nan|,nan|nan|nan|,0|895|896|,0|0|0|,8434|895|896|,0|0|0|,1607|224|169|,0|0|0|,0|0|0|,1607|224|169|,0|0|0|,0|0|0|,1539|215|159|,25|8|54|,0|0|0|
13,0|1|2|,1514|207|105|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1514|207|105|,nan|nan|nan|,nan|nan|nan|,0|1514|312|,0|0|0|,2380|1514|312|,0|0|0|,1065|785|150|,0|0|0|,0|0|0|,1065|785|150|,0|0|0|,0|0|0|,1008|749|143|,23|39|69|,0|0|0|
14,0|1|2|,985|710|74|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,985|710|74|,nan|nan|nan|,nan|nan|nan|,0|985|784|,0|0|0|,6564|985|784|,0|0|0|,1524|260|216|,0|0|0|,0|0|0|,1524|260|216|,0|0|0|,0|0|0|,1458|244|210|,29|15|90|,0|0|0|
15,0|1|2|,1429|229|120|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1429|229|120|,nan|nan|nan|,nan|nan|nan|,0|1429|349|,0|0|0|,2587|1429|349|,0|0|0|,1046|755|188|,0|0|0|,0|0|0|,1046|755|188|,0|0|0|,0|0|0|,994|729|177|,20|34|77|,0|0|0|
16,0|1|2|,974|695|100|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,974|695|100|,nan|nan|nan|,nan|nan|nan|,0|974|795|,0|0|0|,7230|974|795|,0|0|0|,1552|250|198|,0|0|0|,0|0|0|,1552|250|198|,0|0|0|,0|0|0|,1472|238|188|,28|13|74|,0|0|0|
17,0|1|2|,1444|225|114|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1444|225|114|,nan|nan|nan|,nan|nan|nan|,0|1444|339|,0|0|0|,2046|1444|339|,0|0|0|,1001|807|170|,0|0|0|,0|0|0|,1001|807|170|,0|0|0|,0|0|0|,955|776|161|,17|43|56|,0|0|0|
18,0|1|2|,938|733|105|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,938|733|105|,nan|nan|nan|,nan|nan|nan|,0|938|838|,0|0|0|,7927|938|838|,0|0|0|,1583|219|198|,0|0|0|,0|0|0|,1583|219|198|,0|0|0|,0|0|0|,1518|211|190|,29|13|61|,0|0|0|
19,0|1|2|,1489|198|129|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1489|198|129|,nan|nan|nan|,nan|nan|nan|,0|1489|327|,0|0|0|,1570|1489|327|,0|0|0|,853|947|199|,0|0|0|,0|0|0|,853|947|199|,0|0|0|,0|0|0|,830|915|195|,11|55|69|,0|0|0|
20,0|1|2|,819|860|126|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,819|860|126|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
