Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|,1091|653|95|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1091|653|95|,nan|nan|nan|,nan|nan|nan|,0|1091|748|,0|0|0|,6792|1091|748|,0|0|0|,1375|437|189|,0|0|0|,0|0|0|,1375|437|189|,0|0|0|,0|0|0|,1351|425|188|,20|24|79|,0|0|0|
11,0|1|2|,1331|401|109|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1331|401|109|,nan|nan|nan|,nan|nan|nan|,0|1331|510|,0|0|0|,4611|1331|510|,0|0|0|,1112|699|170|,0|0|0|,0|0|0|,1112|699|170|,0|0|0|,0|0|0|,1101|689|170|,36|34|62|,0|0|0|
12,0|1|2|,1065|655|108|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1065|655|108|,nan|nan|nan|,nan|nan|nan|,0|1065|763|,0|0|0|,6462|1065|763|,0|0|0|,1351|436|213|,0|0|0|,0|0|0|,1351|436|213|,0|0|0|,0|0|0|,1322|428|209|,22|15|102|,0|0|0|
13,0|1|2|,1300|413|107|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1300|413|107|,nan|nan|nan|,nan|nan|nan|,0|1300|520|,0|0|0|,4640|1300|520|,0|0|0|,1133|679|178|,0|0|0|,0|0|0|,1133|679|178|,0|0|0|,0|0|0|,1120|673|177|,30|36|74|,0|0|0|
14,0|1|2|,1090|637|103|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1090|637|103|,nan|nan|nan|,nan|nan|nan|,0|1090|740|,0|0|0|,6939|1090|740|,0|0|0|,1328|499|173|,0|0|0|,0|0|0|,1328|499|173|,0|0|0|,0|0|0|,1308|490|171|,21|22|64|,0|0|0|
15,0|1|2|,1287|468|107|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1287|468|107|,nan|nan|nan|,nan|nan|nan|,0|1287|575|,0|0|0|,4281|1287|575|,0|0|0|,1062|748|187|,0|0|0|,0|0|0|,1062|748|187|,0|0|0|,0|0|0|,1041|739|181|,23|32|71|,0|0|0|
16,0|1|2|,1018|707|110|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1018|707|110|,nan|nan|nan|,nan|nan|nan|,0|1018|817|,0|0|0|,6595|1018|817|,0|0|0|,1307|478|206|,0|0|0|,0|0|0|,1307|478|206|,0|0|0|,0|0|0|,1283|469|205|,27|28|76|,0|0|0|
17,0|1|2|,1256|441|129|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1256|441|129|,nan|nan|nan|,nan|nan|nan|,0|1256|570|,0|0|0|,4794|1256|570|,0|0|0|,1094|721|164|,0|0|0|,0|0|0|,1094|721|164|,0|0|0|,0|0|0|,1070|715|161|,24|43|66|,0|0|0|
18,0|1|2|,1046|672|95|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1046|672|95|,nan|nan|nan|,nan|nan|nan|,0|1046|767|,0|0|0|,6999|1046|767|,0|0|0|,1279|534|185|,0|0|0|,0|0|0|,1279|534|185|,0|0|0|,0|0|0|,1267|532|184|,25|26|64|,0|0|0|
19,0|1|2|,1242|506|120|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1242|506|120|,nan|nan|nan|,nan|nan|nan|,0|1242|626|,0|0|0|,4732|1242|626|,0|0|0|,1042|744|188|,0|0|0|,0|0|0|,1042|744|188|,0|0|0|,0|0|0|,1022|733|183|,26|36|75|,0|0|0|
20,0|1|2|,996|697|108|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,996|697|108|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
