Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|,64|268|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,64|268|28|,nan|nan|nan|,nan|nan|nan|,0|64|296|,0|0|0|,2854|64|296|,0|0|0|,357|10|33|,0|0|0|,0|0|0|,357|10|33|,0|0|0|,0|0|0|,344|10|32|,4|1|9|,0|0|0|
11,0|1|2|,340|9|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,340|9|23|,nan|nan|nan|,nan|nan|nan|,0|340|32|,0|0|0|,70|340|32|,0|0|0|,53|302|27|,0|0|0|,0|0|0|,53|302|27|,0|0|0|,0|0|0|,52|299|26|,2|13|10|,0|0|0|
12,0|1|2|,50|286|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,50|286|16|,nan|nan|nan|,nan|nan|nan|,0|50|302|,0|0|0|,3361|50|302|,0|0|0|,365|6|29|,0|0|0|,0|0|0|,365|6|29|,0|0|0|,0|0|0|,350|6|29|,5|0|13|,0|0|0|
13,0|1|2|,345|6|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,345|6|16|,nan|nan|nan|,nan|nan|nan|,0|345|22|,0|0|0|,0|345|22|,0|0|0|,0|345|22|,0|0|0|,0|0|0|,0|345|22|,0|0|0|,0|0|0|,0|345|22|,0|15|10|,0|0|0|
14,0|1|2|,0|330|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|330|12|,nan|nan|nan|,nan|nan|nan|,0|0|342|,0|0|0|,2569|0|342|,0|0|0|,357|0|43|,0|0|0|,0|0|0|,357|0|43|,0|0|0|,0|0|0|,346|0|41|,4|0|20|,0|0|0|
15,0|1|2|,342|0|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,342|0|21|,nan|nan|nan|,nan|nan|nan|,0|342|21|,0|0|0|,0|342|21|,0|0|0|,0|342|21|,0|0|0|,0|0|0|,0|342|21|,0|0|0|,0|0|0|,0|337|21|,0|17|11|,0|0|0|
16,0|1|2|,0|320|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|320|10|,nan|nan|nan|,nan|nan|nan|,0|0|330|,0|0|0|,2776|0|330|,0|0|0|,360|0|40|,0|0|0|,0|0|0|,360|0|40|,0|0|0|,0|0|0|,348|0|40|,8|0|16|,0|0|0|
17,0|1|2|,340|0|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,340|0|24|,nan|nan|nan|,nan|nan|nan|,0|340|24|,0|0|0|,0|340|24|,0|0|0|,0|340|24|,0|0|0|,0|0|0|,0|340|24|,0|0|0|,0|0|0|,0|326|23|,0|10|8|,0|0|0|
18,0|1|2|,0|316|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|316|15|,nan|nan|nan|,nan|nan|nan|,0|0|331|,0|0|0|,2309|0|331|,0|0|0|,343|0|57|,0|0|0|,0|0|0|,343|0|57|,0|0|0|,0|0|0|,332|0|55|,7|0|23|,0|0|0|
19,0|1|2|,325|0|32|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,325|0|32|,nan|nan|nan|,nan|nan|nan|,0|325|32|,0|0|0|,0|325|32|,0|0|0|,0|325|32|,0|0|0|,0|0|0|,0|325|32|,0|0|0|,0|0|0|,0|321|32|,0|11|22|,0|0|0|
20,0|1|2|,0|310|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|310|10|,nan|nan|nan|,nan|nan|nan|,0|0|320|,0|0|0|,3113|0|320|,0|0|0|,365|0|35|,0|0|0|,0|0|0|,365|0|35|,0|0|0|,0|0|0|,351|0|34|,8|0|12|,0|0|0|
21,0|1|2|,343|0|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,343|0|22|,nan|nan|nan|,nan|nan|nan|,0|343|22|,0|0|0|,0|343|22|,0|0|0|,0|343|22|,0|0|0|,0|0|0|,0|343|22|,0|0|0|,0|0|0|,0|343|22|,0|18|10|,0|0|0|
22,0|1|2|,0|325|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|325|12|,nan|nan|nan|,nan|nan|nan|,0|0|337|,0|0|0|,3610|0|337|,0|0|0|,364|0|35|,0|0|0|,0|0|0|,364|0|35|,0|0|0|,0|0|0|,349|0|34|,7|0|19|,0|0|0|
23,0|1|2|,342|0|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,342|0|15|,nan|nan|nan|,nan|nan|nan|,0|342|15|,0|0|0|,0|342|15|,0|0|0|,0|342|15|,0|0|0|,0|0|0|,0|342|15|,0|0|0|,0|0|0|,0|342|15|,0|10|5|,0|0|0|
24,0|1|2|,0|332|10|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|332|10|,nan|nan|nan|,nan|nan|nan|,0|0|342|,0|0|0|,3100|0|342|,0|0|0|,352|0|48|,0|0|0|,0|0|0|,352|0|48|,0|0|0|,0|0|0|,332|0|48|,14|0|22|,0|0|0|
25,0|1|2|,318|0|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,318|0|26|,nan|nan|nan|,nan|nan|nan|,0|318|26|,0|0|0|,0|318|26|,0|0|0|,0|318|26|,0|0|0|,0|0|0|,0|318|26|,0|0|0|,0|0|0|,0|318|26|,0|17|11|,0|0|0|
26,0|1|2|,0|301|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|301|15|,nan|nan|nan|,nan|nan|nan|,0|0|316|,0|0|0|,2416|0|316|,0|0|0|,342|0|58|,0|0|0|,0|0|0|,342|0|58|,0|0|0|,0|0|0|,335|0|55|,6|0|20|,0|0|0|
27,0|1|2|,329|0|35|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,329|0|35|,nan|nan|nan|,nan|nan|nan|,0|329|35|,0|0|0|,0|329|35|,0|0|0|,0|329|35|,0|0|0|,0|0|0|,0|329|35|,0|0|0|,0|0|0|,0|329|35|,0|15|16|,0|0|0|
28,0|1|2|,0|314|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|314|19|,nan|nan|nan|,nan|nan|nan|,0|0|333|,0|0|0|,3784|0|333|,0|0|0|,373|0|25|,0|0|0|,0|0|0|,373|0|25|,0|0|0|,0|0|0|,357|0|25|,9|0|10|,0|0|0|
29,0|1|2|,348|0|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,348|0|15|,nan|nan|nan|,nan|nan|nan|,0|348|15|,0|0|0|,0|348|15|,0|0|0|,0|348|15|,0|0|0|,0|0|0|,0|348|15|,0|0|0|,0|0|0|,0|346|14|,0|28|5|,0|0|0|
30,0|1|2|,0|318|9|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|318|9|,nan|nan|nan|,nan|nan|nan|,0|0|327|,0|0|0|,3203|0|327|,0|0|0|,360|0|39|,0|0|0|,0|0|0|,360|0|39|,0|0|0|,0|0|0|,349|0|37|,14|0|13|,0|0|0|
31,0|1|2|,335|0|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,335|0|24|,nan|nan|nan|,nan|nan|nan|,0|335|24|,0|0|0|,0|335|24|,0|0|0|,0|335|24|,0|0|0|,0|0|0|,0|335|24|,0|0|0|,0|0|0|,0|335|24|,0|15|8|,0|0|0|
32,0|1|2|,0|320|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|320|16|,nan|nan|nan|,nan|nan|nan|,0|0|336|,0|0|0|,2203|0|336|,0|0|0|,355|0|45|,0|0|0|,0|0|0|,355|0|45|,0|0|0|,0|0|0|,348|0|45|,6|0|16|,0|0|0|
33,0|1|2|,342|0|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,342|0|29|,nan|nan|nan|,nan|nan|nan|,0|342|29|,0|0|0|,0|342|29|,0|0|0|,0|342|29|,0|0|0|,0|0|0|,0|342|29|,0|0|0|,0|0|0|,0|340|29|,0|14|12|,0|0|0|
34,0|1|2|,0|326|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|326|17|,nan|nan|nan|,nan|nan|nan|,0|0|343|,0|0|0|,2291|0|343|,0|0|0|,352|0|47|,0|0|0|,0|0|0|,352|0|47|,0|0|0|,0|0|0|,344|0|47|,8|0|18|,0|0|0|
35,0|1|2|,336|0|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,336|0|29|,nan|nan|nan|,nan|nan|nan|,0|336|29|,0|0|0|,0|336|29|,0|0|0|,0|336|29|,0|0|0|,0|0|0|,0|336|29|,0|0|0|,0|0|0|,0|329|29|,0|16|9|,0|0|0|
36,0|1|2|,0|313|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|313|20|,nan|nan|nan|,nan|nan|nan|,0|0|333|,0|0|0|,2328|0|333|,0|0|0|,354|0|46|,0|0|0|,0|0|0|,354|0|46|,0|0|0|,0|0|0|,341|0|46|,8|0|18|,0|0|0|
37,0|1|2|,333|0|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,333|0|28|,nan|nan|nan|,nan|nan|nan|,0|333|28|,0|0|0|,0|333|28|,0|0|0|,0|333|28|,0|0|0|,0|0|0|,0|333|28|,0|0|0|,0|0|0|,0|333|28|,0|12|10|,0|0|0|
38,0|1|2|,0|321|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|321|18|,nan|nan|nan|,nan|nan|nan|,0|0|339|,0|0|0|,3578|0|339|,0|0|0|,364|0|36|,0|0|0|,0|0|0|,364|0|36|,0|0|0|,0|0|0|,344|0|35|,5|0|13|,0|0|0|
39,0|1|2|,339|0|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,339|0|22|,nan|nan|nan|,nan|nan|nan|,0|339|22|,0|0|0|,0|339|22|,0|0|0|,0|339|22|,0|0|0|,0|0|0|,0|339|22|,0|0|0|,0|0|0|,0|339|22|,0|19|11|,0|0|0|
40,0|1|2|,0|320|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|320|11|,nan|nan|nan|,nan|nan|nan|,0|0|331|,0|0|0|,2343|0|331|,0|0|0|,350|0|50|,0|0|0|,0|0|0|,350|0|50|,0|0|0|,0|0|0|,341|0|47|,5|0|13|,0|0|0|
41,0|1|2|,336|0|34|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,336|0|34|,nan|nan|nan|,nan|nan|nan|,0|336|34|,0|0|0|,0|336|34|,0|0|0|,0|336|34|,0|0|0|,0|0|0|,0|336|34|,0|0|0|,0|0|0|,0|336|34|,0|17|13|,0|0|0|
42,0|1|2|,0|319|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|319|21|,nan|nan|nan|,nan|nan|nan|,0|0|340|,0|0|0|,2201|0|340|,0|0|0|,335|0|65|,0|0|0|,0|0|0|,335|0|65|,0|0|0|,0|0|0|,322|0|62|,11|0|24|,0|0|0|
43,0|1|2|,311|0|38|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,311|0|38|,nan|nan|nan|,nan|nan|nan|,0|311|38|,0|0|0|,0|311|38|,0|0|0|,0|311|38|,0|0|0|,0|0|0|,0|311|38|,0|0|0|,0|0|0|,0|310|38|,0|14|14|,0|0|0|
44,0|1|2|,0|296|24|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|296|24|,nan|nan|nan|,nan|nan|nan|,0|0|320|,0|0|0|,2341|0|320|,0|0|0|,356|0|44|,0|0|0|,0|0|0|,356|0|44|,0|0|0|,0|0|0|,345|0|43|,6|0|13|,0|0|0|
45,0|1|2|,339|0|30|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,339|0|30|,nan|nan|nan|,nan|nan|nan|,0|339|30|,0|0|0|,0|339|30|,0|0|0|,0|339|30|,0|0|0|,0|0|0|,0|339|30|,0|0|0|,0|0|0|,0|337|30|,0|15|12|,0|0|0|
46,0|1|2|,0|322|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|322|18|,nan|nan|nan|,nan|nan|nan|,0|0|340|,0|0|0|,3155|0|340|,0|0|0|,362|0|39|,0|0|0|,0|0|0|,362|0|39|,0|0|0|,0|0|0|,350|0|38|,16|0|11|,0|0|0|
47,0|1|2|,334|0|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,334|0|27|,nan|nan|nan|,nan|nan|nan|,0|334|27|,0|0|0|,0|334|27|,0|0|0|,0|334|27|,0|0|0|,0|0|0|,0|334|27|,0|0|0|,0|0|0|,0|334|27|,0|13|13|,0|0|0|
48,0|1|2|,0|321|14|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|321|14|,nan|nan|nan|,nan|nan|nan|,0|0|335|,0|0|0|,2422|0|335|,0|0|0|,345|0|55|,0|0|0|,0|0|0|,345|0|55|,0|0|0|,0|0|0|,331|0|52|,9|0|19|,0|0|0|
49,0|1|2|,322|0|33|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,322|0|33|,nan|nan|nan|,nan|nan|nan|,0|322|33|,0|0|0|,0|322|33|,0|0|0|,0|322|33|,0|0|0|,0|0|0|,0|322|33|,0|0|0|,0|0|0|,0|322|33|,0|15|13|,0|0|0|
50,0|1|2|,0|307|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|307|20|,nan|nan|nan|,nan|nan|nan|,0|0|327|,0|0|0|,3878|0|327|,0|0|0|,366|0|34|,0|0|0|,0|0|0|,366|0|34|,0|0|0|,0|0|0|,350|0|32|,11|0|13|,0|0|0|
51,0|1|2|,339|0|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,339|0|19|,nan|nan|nan|,nan|nan|nan|,0|339|19|,0|0|0|,0|339|19|,0|0|0|,0|339|19|,0|0|0|,0|0|0|,0|339|19|,0|0|0|,0|0|0|,0|339|19|,0|12|8|,0|0|0|
52,0|1|2|,0|327|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|327|11|,nan|nan|nan|,nan|nan|nan|,0|0|338|,0|0|0|,2676|0|338|,0|0|0|,351|0|49|,0|0|0|,0|0|0|,351|0|49|,0|0|0|,0|0|0|,336|0|47|,10|0|18|,0|0|0|
53,0|1|2|,326|0|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,326|0|29|,nan|nan|nan|,nan|nan|nan|,0|326|29|,0|0|0|,0|326|29|,0|0|0|,0|326|29|,0|0|0|,0|0|0|,0|326|29|,0|0|0|,0|0|0|,0|323|29|,0|13|9|,0|0|0|
54,0|1|2|,0|310|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|310|20|,nan|nan|nan|,nan|nan|nan|,0|0|330|,0|0|0|,3089|0|330|,0|0|0|,365|0|35|,0|0|0|,0|0|0|,365|0|35|,0|0|0|,0|0|0|,356|0|35|,5|0|10|,0|0|0|
55,0|1|2|,351|0|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,351|0|25|,nan|nan|nan|,nan|nan|nan|,0|351|25|,0|0|0|,0|351|25|,0|0|0|,0|351|25|,0|0|0|,0|0|0|,0|351|25|,0|0|0|,0|0|0|,0|346|25|,0|14|9|,0|0|0|
56,0|1|2|,0|332|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|332|16|,nan|nan|nan|,nan|nan|nan|,0|0|348|,0|0|0|,3121|0|348|,0|0|0|,347|0|53|,0|0|0|,0|0|0|,347|0|53|,0|0|0|,0|0|0|,330|0|51|,8|0|20|,0|0|0|
57,0|1|2|,322|0|31|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,322|0|31|,nan|nan|nan|,nan|nan|nan|,0|322|31|,0|0|0|,0|322|31|,0|0|0|,0|322|31|,0|0|0|,0|0|0|,0|322|31|,0|0|0|,0|0|0|,0|322|31|,0|20|6|,0|0|0|
58,0|1|2|,0|302|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|302|25|,nan|nan|nan|,nan|nan|nan|,0|0|327|,0|0|0|,2504|0|327|,0|0|0|,349|0|51|,0|0|0|,0|0|0|,349|0|51|,0|0|0|,0|0|0|,342|0|50|,5|0|21|,0|0|0|
59,0|1|2|,337|0|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,337|0|29|,nan|nan|nan|,nan|nan|nan|,0|337|29|,0|0|0|,0|337|29|,0|0|0|,0|337|29|,0|0|0|,0|0|0|,0|337|29|,0|0|0|,0|0|0|,0|332|28|,0|14|12|,0|0|0|
60,0|1|2|,0|318|16|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|318|16|,nan|nan|nan|,nan|nan|nan|,0|0|334|,0|0|0|,3243|0|334|,0|0|0|,367|0|33|,0|0|0|,0|0|0|,367|0|33|,0|0|0|,0|0|0|,358|0|33|,8|0|18|,0|0|0|
61,0|1|2|,350|0|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,350|0|15|,nan|nan|nan|,nan|nan|nan|,0|350|15|,0|0|0|,0|350|15|,0|0|0|,0|350|15|,0|0|0|,0|0|0|,0|350|15|,0|0|0|,0|0|0|,0|350|15|,0|14|6|,0|0|0|
62,0|1|2|,0|336|9|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|336|9|,nan|nan|nan|,nan|nan|nan|,0|0|345|,0|0|0|,3840|0|345|,0|0|0|,366|0|34|,0|0|0|,0|0|0|,366|0|34|,0|0|0|,0|0|0|,356|0|34|,11|0|17|,0|0|0|
63,0|1|2|,345|0|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,345|0|17|,nan|nan|nan|,nan|nan|nan|,0|345|17|,0|0|0|,0|345|17|,0|0|0|,0|345|17|,0|0|0|,0|0|0|,0|345|17|,0|0|0|,0|0|0|,0|340|15|,0|24|8|,0|0|0|
64,0|1|2|,0|316|7|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|316|7|,nan|nan|nan|,nan|nan|nan|,0|0|323|,0|0|0|,3586|0|323|,0|0|0|,366|0|34|,0|0|0|,0|0|0|,366|0|34|,0|0|0|,0|0|0|,350|0|34|,3|0|15|,0|0|0|
65,0|1|2|,347|0|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,347|0|19|,nan|nan|nan|,nan|nan|nan|,0|347|19|,0|0|0|,0|347|19|,0|0|0|,0|347|19|,0|0|0|,0|0|0|,0|347|19|,0|0|0|,0|0|0|,0|344|19|,0|19|6|,0|0|0|
66,0|1|2|,0|325|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|325|13|,nan|nan|nan|,nan|nan|nan|,0|0|338|,0|0|0|,3916|0|338|,0|0|0|,368|0|32|,0|0|0|,0|0|0|,368|0|32|,0|0|0|,0|0|0|,361|0|30|,8|0|13|,0|0|0|
67,0|1|2|,353|0|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,353|0|17|,nan|nan|nan|,nan|nan|nan|,0|353|17|,0|0|0|,0|353|17|,0|0|0|,0|353|17|,0|0|0|,0|0|0|,0|353|17|,0|0|0|,0|0|0|,0|345|16|,0|18|10|,0|0|0|
68,0|1|2|,0|327|6|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|327|6|,nan|nan|nan|,nan|nan|nan|,0|0|333|,0|0|0|,4128|0|333|,0|0|0|,368|0|32|,0|0|0|,0|0|0|,368|0|32|,0|0|0|,0|0|0|,359|0|29|,4|0|8|,0|0|0|
69,0|1|2|,355|0|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,355|0|21|,nan|nan|nan|,nan|nan|nan|,0|355|21|,0|0|0|,0|355|21|,0|0|0|,0|355|21|,0|0|0|,0|0|0|,0|355|21|,0|0|0|,0|0|0|,0|351|21|,0|15|13|,0|0|0|
70,0|1|2|,0|336|8|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|336|8|,nan|nan|nan|,nan|nan|nan|,0|0|344|,0|0|0|,3347|0|344|,0|0|0|,355|0|45|,0|0|0|,0|0|0|,355|0|45|,0|0|0|,0|0|0|,347|0|44|,10|0|17|,0|0|0|
71,0|1|2|,337|0|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,337|0|27|,nan|nan|nan|,nan|nan|nan|,0|337|27|,0|0|0|,0|337|27|,0|0|0|,0|337|27|,0|0|0|,0|0|0|,0|337|27|,0|0|0|,0|0|0|,0|337|27|,0|15|14|,0|0|0|
72,0|1|2|,0|322|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|322|13|,nan|nan|nan|,nan|nan|nan|,0|0|335|,0|0|0|,2840|0|335|,0|0|0|,358|0|42|,0|0|0|,0|0|0|,358|0|42|,0|0|0|,0|0|0|,351|0|41|,8|0|15|,0|0|0|
73,0|1|2|,343|0|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,343|0|26|,nan|nan|nan|,nan|nan|nan|,0|343|26|,0|0|0|,0|343|26|,0|0|0|,0|343|26|,0|0|0|,0|0|0|,0|343|26|,0|0|0|,0|0|0|,0|343|26|,0|17|9|,0|0|0|
74,0|1|2|,0|326|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|326|17|,nan|nan|nan|,nan|nan|nan|,0|0|343|,0|0|0|,4312|0|343|,0|0|0|,382|0|18|,0|0|0|,0|0|0|,382|0|18|,0|0|0|,0|0|0|,370|0|14|,7|0|2|,0|0|0|
75,0|1|2|,363|0|12|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,363|0|12|,nan|nan|nan|,nan|nan|nan|,0|363|12|,0|0|0|,0|363|12|,0|0|0|,0|363|12|,0|0|0|,0|0|0|,0|363|12|,0|0|0|,0|0|0|,0|359|11|,0|10|6|,0|0|0|
76,0|1|2|,0|349|5|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|349|5|,nan|nan|nan|,nan|nan|nan|,0|0|354|,0|0|0|,3200|0|354|,0|0|0|,362|0|38|,0|0|0|,0|0|0|,362|0|38|,0|0|0|,0|0|0|,348|0|35|,4|0|12|,0|0|0|
77,0|1|2|,344|0|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,344|0|23|,nan|nan|nan|,nan|nan|nan|,0|344|23|,0|0|0|,0|344|23|,0|0|0|,0|344|23|,0|0|0|,0|0|0|,0|344|23|,0|0|0|,0|0|0|,0|338|23|,0|20|5|,0|0|0|
78,0|1|2|,0|318|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,0|318|18|,nan|nan|nan|,nan|nan|nan|,0|0|336|,0|0|0|,3197|0|336|,0|0|0|,356|0|45|,0|0|0|,0|0|0|,356|0|45|,0|0|0|,0|0|0|,346|0|45|,6|0|23|,0|0|0|
79,0|1|2|,340|0|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,340|0|22|,nan|nan|nan|,nan|nan|nan|,0|340|22|,0|0|0|,0|340|22|,0|0|0|,0|340|22|,0|0|0|,0|0|0|,0|340|22|,0|0|0|,0|0|0|,0|340|22|,0|23|9|,0|0|0|
