Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|,731|618|83|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,731|618|83|,nan|nan|nan|,nan|nan|nan|,0|731|701|,0|0|0|,5917|731|701|,0|0|0|,1188|348|158|,0|0|0|,0|0|0|,1188|348|158|,0|0|0|,0|0|0|,1084|326|146|,28|13|68|,0|0|0|
11,0|1|2|,1056|313|78|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1056|313|78|,nan|nan|nan|,nan|nan|nan|,0|1056|391|,0|0|0|,3322|1056|391|,0|0|0|,867|660|135|,0|0|0|,0|0|0|,867|660|135|,0|0|0|,0|0|0|,792|619|124|,14|36|53|,0|0|0|
12,0|1|2|,778|583|71|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,778|583|71|,nan|nan|nan|,nan|nan|nan|,0|778|654|,0|0|0|,6111|778|654|,0|0|0|,1222|343|127|,0|0|0|,0|0|0|,1222|343|127|,0|0|0|,0|0|0|,1118|317|113|,24|6|46|,0|0|0|
13,0|1|2|,1094|311|67|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1094|311|67|,nan|nan|nan|,nan|nan|nan|,0|1094|378|,0|0|0|,3560|1094|378|,0|0|0|,900|656|129|,0|0|0|,0|0|0|,900|656|129|,0|0|0|,0|0|0|,839|625|123|,15|23|49|,0|0|0|
14,0|1|2|,824|602|74|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,824|602|74|,nan|nan|nan|,nan|nan|nan|,0|824|676|,0|0|0|,6695|824|676|,0|0|0|,1210|328|146|,0|0|0|,0|0|0|,1210|328|146|,0|0|0|,0|0|0|,1125|314|138|,25|16|59|,0|0|0|
15,0|1|2|,1100|298|79|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1100|298|79|,nan|nan|nan|,nan|nan|nan|,0|1100|377|,0|0|0|,2649|1100|377|,0|0|0|,700|801|152|,0|0|0|,0|0|0|,700|801|152|,0|0|0|,0|0|0|,629|744|137|,12|34|61|,0|0|0|
16,0|1|2|,617|710|76|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,617|710|76|,nan|nan|nan|,nan|nan|nan|,0|617|786|,0|0|0|,7301|617|786|,0|0|0|,1211|300|171|,0|0|0|,0|0|0|,1211|300|171|,0|0|0|,0|0|0|,1089|277|154|,25|13|62|,0|0|0|
17,0|1|2|,1064|264|92|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1064|264|92|,nan|nan|nan|,nan|nan|nan|,0|1064|356|,0|0|0|,2472|1064|356|,0|0|0|,561|874|173|,0|0|0|,0|0|0|,561|874|173|,0|0|0|,0|0|0|,527|823|160|,12|35|62|,0|0|0|
18,0|1|2|,515|788|98|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,515|788|98|,nan|nan|nan|,nan|nan|nan|,0|515|886|,0|0|0|,6260|515|886|,0|0|0|,1249|253|184|,0|0|0|,0|0|0|,1249|253|184|,0|0|0|,0|0|0|,1123|247|171|,26|14|66|,0|0|0|
19,0|1|2|,1097|233|105|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,1097|233|105|,nan|nan|nan|,nan|nan|nan|,0|1097|338|,0|0|0|,2361|1097|338|,0|0|0|,607|893|137|,0|0|0|,0|0|0|,607|893|137|,0|0|0|,0|0|0|,562|854|128|,15|46|52|,0|0|0|
20,0|1|2|,547|808|76|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,547|808|76|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
